"Time","Dish washer (12 place setting)","Electric Cooker (hot plate+oven) ()","Fridge freezer (Kitchen, 190l/55l)","Halogen lamp 1 (0,5kW)","Microwave oven (Fonte, 1,35kW)","Site consumption ()","Total site light consumption ()","TV ()","Vertical freezer (Kitchen, 120l)","Washing machine ()"
"1998-05-22 16:30:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-22 16:40:00.0","0","0","0","0","0","20","0","0","13","0"
"1998-05-22 16:50:00.0","0","0","0","0","0","22","0","0","18","0"
"1998-05-22 17:00:00.0","0","0","10","0","0","26","0","0","10","0"
"1998-05-22 17:10:00.0","0","0","24","0","0","29","0","0","0","0"
"1998-05-22 17:20:00.0","0","0","22","0","0","31","0","0","5","0"
"1998-05-22 17:30:00.0","0","0","13","0","0","34","0","0","18","0"
"1998-05-22 17:40:00.0","0","0","0","0","0","23","0","0","17","0"
"1998-05-22 17:50:00.0","0","0","0","0","0","9","0","0","4","0"
"1998-05-22 18:00:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-22 18:10:00.0","0","0","0","0","0","19","0","0","12","0"
"1998-05-22 18:20:00.0","0","0","0","0","0","22","0","0","17","0"
"1998-05-22 18:30:00.0","0","0","15","0","0","32","0","0","12","0"
"1998-05-22 18:40:00.0","0","0","24","0","0","29","0","0","0","0"
"1998-05-22 18:50:00.0","0","0","22","0","0","30","0","0","2","0"
"1998-05-22 19:00:00.0","0","0","11","0","0","32","0","0","19","0"
"1998-05-22 19:10:00.0","0","0","0","0","0","22","0","0","17","0"
"1998-05-22 19:20:00.0","0","0","0","0","0","11","0","0","4","0"
"1998-05-22 19:30:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-22 19:40:00.0","0","0","0","0","0","17","0","0","12","0"
"1998-05-22 19:50:00.0","0","0","0","0","0","23","0","0","18","0"
"1998-05-22 20:00:00.0","0","0","16","0","0","33","0","0","12","0"
"1998-05-22 20:10:00.0","0","0","24","0","0","29","0","0","0","0"
"1998-05-22 20:20:00.0","0","0","22","0","0","30","0","0","2","0"
"1998-05-22 20:30:00.0","0","0","11","0","0","32","0","0","18","0"
"1998-05-22 20:40:00.0","0","0","0","0","0","22","0","0","18","0"
"1998-05-22 20:50:00.0","0","0","0","0","0","11","0","0","3","0"
"1998-05-22 21:00:00.0","0","0","0","0","0","6","0","0","0","0"
"1998-05-22 21:10:00.0","0","0","0","0","0","19","0","0","12","0"
"1998-05-22 21:20:00.0","0","0","0","0","0","22","0","0","18","0"
"1998-05-22 21:30:00.0","0","0","11","0","0","28","0","0","11","0"
"1998-05-22 21:40:00.0","0","0","25","0","0","29","0","0","0","0"
"1998-05-22 21:50:00.0","0","0","22","0","0","31","0","0","3","0"
"1998-05-22 22:00:00.0","0","0","14","0","0","35","0","0","18","0"
"1998-05-22 22:10:00.0","0","0","1","0","0","23","0","0","17","0"
"1998-05-22 22:20:00.0","0","0","0","0","0","9","0","0","3","0"
"1998-05-22 22:30:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-22 22:40:00.0","0","0","0","0","0","19","0","0","13","0"
"1998-05-22 22:50:00.0","0","0","0","0","0","23","0","0","17","0"
"1998-05-22 23:00:00.0","0","0","4","0","0","19","0","0","10","0"
"1998-05-22 23:10:00.0","0","0","24","0","0","29","0","0","0","0"
"1998-05-22 23:20:00.0","0","0","24","0","0","34","0","0","5","0"
"1998-05-22 23:30:00.0","0","0","19","0","0","40","0","0","18","0"
"1998-05-22 23:40:00.0","0","0","1","0","0","22","0","0","18","0"
"1998-05-22 23:50:00.0","0","0","0","0","0","9","0","0","2","0"
"1998-05-23 00:00:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 00:10:00.0","0","0","0","0","0","19","0","0","13","0"
"1998-05-23 00:20:00.0","0","0","0","0","0","23","0","0","17","0"
"1998-05-23 00:30:00.0","0","0","0","0","0","18","0","0","11","0"
"1998-05-23 00:40:00.0","0","0","25","0","0","29","0","0","0","0"
"1998-05-23 00:50:00.0","0","0","24","0","0","32","0","0","4","0"
"1998-05-23 01:00:00.0","0","0","20","0","0","41","0","0","18","0"
"1998-05-23 01:10:00.0","0","0","0","0","0","23","0","0","18","0"
"1998-05-23 01:20:00.0","0","0","0","0","0","9","0","0","2","0"
"1998-05-23 01:30:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 01:40:00.0","0","0","0","0","0","19","0","0","13","0"
"1998-05-23 01:50:00.0","0","0","0","0","0","23","0","0","18","0"
"1998-05-23 02:00:00.0","0","0","0","0","0","16","0","0","11","0"
"1998-05-23 02:10:00.0","0","0","20","0","0","26","0","0","0","0"
"1998-05-23 02:20:00.0","0","0","25","0","0","32","0","0","3","0"
"1998-05-23 02:30:00.0","0","0","21","0","0","42","0","0","18","0"
"1998-05-23 02:40:00.0","0","0","4","0","0","26","0","0","18","0"
"1998-05-23 02:50:00.0","0","0","0","0","0","9","0","0","2","0"
"1998-05-23 03:00:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 03:10:00.0","0","0","0","0","0","19","0","0","12","0"
"1998-05-23 03:20:00.0","0","0","0","0","0","22","0","0","18","0"
"1998-05-23 03:30:00.0","0","0","0","0","0","16","0","0","10","0"
"1998-05-23 03:40:00.0","0","0","16","0","0","22","0","0","0","0"
"1998-05-23 03:50:00.0","0","0","25","0","0","34","0","0","4","0"
"1998-05-23 04:00:00.0","0","0","21","0","0","42","0","0","18","0"
"1998-05-23 04:10:00.0","0","0","7","0","0","28","0","0","18","0"
"1998-05-23 04:20:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 04:30:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 04:40:00.0","0","0","0","0","0","21","0","0","14","0"
"1998-05-23 04:50:00.0","0","0","0","0","0","22","0","0","18","0"
"1998-05-23 05:00:00.0","0","0","0","0","0","16","0","0","10","0"
"1998-05-23 05:10:00.0","0","0","13","0","0","20","0","0","0","0"
"1998-05-23 05:20:00.0","0","0","25","0","0","33","0","0","4","0"
"1998-05-23 05:30:00.0","0","0","22","0","0","43","0","0","18","0"
"1998-05-23 05:40:00.0","0","0","12","0","0","33","0","0","17","0"
"1998-05-23 05:50:00.0","0","0","0","0","0","8","0","0","2","0"
"1998-05-23 06:00:00.0","0","0","0","0","0","8","0","0","0","0"
"1998-05-23 06:10:00.0","0","0","0","0","0","18","0","0","12","0"
"1998-05-23 06:20:00.0","0","0","0","0","0","23","0","0","17","0"
"1998-05-23 06:30:00.0","0","0","0","0","0","22","0","0","18","0"
"1998-05-23 06:40:00.0","0","0","0","0","0","19","0","0","13","0"
"1998-05-23 06:50:00.0","0","0","22","0","0","27","0","0","0","0"
"1998-05-23 07:00:00.0","0","0","25","0","0","29","0","0","0","0"
"1998-05-23 07:10:00.0","0","0","22","0","0","37","0","0","11","0"
"1998-05-23 07:20:00.0","0","0","2","0","0","25","0","0","18","0"
"1998-05-23 07:30:00.0","0","0","0","0","0","14","0","0","8","0"
"1998-05-23 07:40:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 07:50:00.0","0","0","0","0","0","12","0","0","5","0"
"1998-05-23 08:00:00.0","0","0","0","0","0","23","0","0","18","0"
"1998-05-23 08:10:00.0","0","0","0","0","0","20","0","0","15","0"
"1998-05-23 08:20:00.0","0","0","8","0","0","15","0","0","0","0"
"1998-05-23 08:30:00.0","0","0","23","0","0","28","0","0","0","0"
"1998-05-23 08:40:00.0","0","0","23","0","0","42","0","0","16","0"
"1998-05-23 08:50:00.0","0","0","21","0","0","41","0","0","18","0"
"1998-05-23 09:00:00.0","0","0","0","0","0","13","0","0","7","0"
"1998-05-23 09:10:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 09:20:00.0","0","0","0","0","0","13","0","0","6","0"
"1998-05-23 09:30:00.0","0","0","0","0","0","23","0","0","18","0"
"1998-05-23 09:40:00.0","0","0","0","0","0","22","0","0","17","0"
"1998-05-23 09:50:00.0","0","0","0","0","0","8","0","0","1","0"
"1998-05-23 10:00:00.0","0","0","7","0","0","13","0","0","0","0"
"1998-05-23 10:10:00.0","0","0","24","0","0","40","0","0","12","0"
"1998-05-23 10:20:00.0","0","0","23","0","0","43","0","0","17","0"
"1998-05-23 10:30:00.0","0","0","16","0","0","36","0","0","17","0"
"1998-05-23 10:40:00.0","0","0","0","0","0","21","0","0","16","0"
"1998-05-23 10:50:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 11:00:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 11:10:00.0","0","0","0","0","0","13","0","0","6","0"
"1998-05-23 11:20:00.0","0","0","0","0","0","22","0","0","18","0"
"1998-05-23 11:30:00.0","0","0","0","0","0","19","0","0","13","0"
"1998-05-23 11:40:00.0","0","0","21","0","0","26","0","0","0","0"
"1998-05-23 11:50:00.0","0","0","24","0","0","29","0","0","0","0"
"1998-05-23 12:00:00.0","0","0","22","0","0","42","0","0","16","0"
"1998-05-23 12:10:00.0","0","0","4","0","0","25","0","0","18","0"
"1998-05-23 12:20:00.0","0","0","0","0","0","13","0","0","6","0"
"1998-05-23 12:30:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 12:40:00.0","0","0","0","0","0","13","0","0","6","0"
"1998-05-23 12:50:00.0","0","0","0","0","0","22","0","0","18","0"
"1998-05-23 13:00:00.0","0","0","0","0","0","23","0","0","17","0"
"1998-05-23 13:10:00.0","0","0","6","0","0","13","0","0","0","0"
"1998-05-23 13:20:00.0","0","0","24","0","0","28","0","0","0","0"
"1998-05-23 13:30:00.0","0","0","23","0","0","40","0","0","12","0"
"1998-05-23 13:40:00.0","0","0","21","0","0","41","0","0","18","0"
"1998-05-23 13:50:00.0","0","0","0","0","0","15","0","0","10","0"
"1998-05-23 14:00:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 14:10:00.0","0","0","0","0","0","11","0","0","3","0"
"1998-05-23 14:20:00.0","0","0","0","0","0","23","0","0","18","0"
"1998-05-23 14:30:00.0","0","0","0","0","0","22","0","0","17","0"
"1998-05-23 14:40:00.0","0","0","0","0","0","7","0","0","1","0"
"1998-05-23 14:50:00.0","0","0","12","0","0","18","0","0","0","0"
"1998-05-23 15:00:00.0","0","0","24","0","0","42","0","0","13","0"
"1998-05-23 15:10:00.0","0","0","22","0","0","42","0","0","18","0"
"1998-05-23 15:20:00.0","0","0","11","0","0","24","0","0","9","0"
"1998-05-23 15:30:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 15:40:00.0","0","0","0","0","0","11","0","0","4","0"
"1998-05-23 15:50:00.0","0","0","0","0","0","23","0","0","18","0"
"1998-05-23 16:00:00.0","0","0","0","0","0","22","0","0","17","0"
"1998-05-23 16:10:00.0","0","0","0","0","0","9","0","0","2","0"
"1998-05-23 16:20:00.0","0","0","4","0","0","11","0","0","0","0"
"1998-05-23 16:30:00.0","0","0","25","0","0","40","0","0","12","0"
"1998-05-23 16:40:00.0","0","0","23","0","0","44","0","0","18","0"
"1998-05-23 16:50:00.0","0","0","13","0","0","28","0","0","10","0"
"1998-05-23 17:00:00.0","0","0","0","0","0","7","0","0","0","0"
"1998-05-23 17:10:00.0","0","0","0","0","0","9","0","0","3","0"
"1998-05-23 17:20:00.0","0","0","0","0","0","23","0","0","18","0"
"1998-05-23 17:30:00.0","0","0","0","0","0","23","0","0","17","0"
"1998-05-23 17:40:00.0","0","0","0","0","0","11","0","0","5","0"
"1998-05-23 17:50:00.0","0","0","3","0","0","10","0","0","0","0"
"1998-05-23 18:00:00.0","0","0","25","0","0","37","0","0","8","0"
"1998-05-23 18:10:00.0","0","0","23","0","0","45","1","0","18","0"
"1998-05-23 18:20:00.0","0","0","22","0","0","50","12","0","14","0"
"1998-05-23 18:30:00.0","0","0","17","0","0","303","20","5","0","0"
"1998-05-23 18:40:00.0","0","0","0","0","21","100","10","10","0","0"
"1998-05-23 18:50:00.0","0","0","0","0","0","69","8","10","18","0"
"1998-05-23 19:00:00.0","0","0","0","0","0","78","4","10","17","0"
"1998-05-23 19:10:00.0","0","0","0","0","0","72","10","10","6","0"
"1998-05-23 19:20:00.0","0","0","9","0","0","78","8","10","0","0"
"1998-05-23 19:30:00.0","0","0","23","0","0","46","4","5","8","0"
"1998-05-23 19:40:00.0","0","0","23","0","0","46","0","0","18","0"
"1998-05-23 19:50:00.0","0","0","15","0","0","37","0","0","15","0"
"1998-05-23 20:00:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-23 20:10:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-23 20:20:00.0","0","0","0","0","0","25","0","0","16","0"
"1998-05-23 20:30:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-05-23 20:40:00.0","0","0","0","0","0","17","0","0","8","0"
"1998-05-23 20:50:00.0","0","0","11","0","0","21","0","0","0","0"
"1998-05-23 21:00:00.0","0","0","24","0","0","38","0","0","5","0"
"1998-05-23 21:10:00.0","0","0","22","0","0","45","0","0","18","0"
"1998-05-23 21:20:00.0","0","0","12","0","0","36","0","0","18","0"
"1998-05-23 21:30:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-23 21:40:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-23 21:50:00.0","0","0","0","0","0","23","0","0","14","0"
"1998-05-23 22:00:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-05-23 22:10:00.0","0","0","0","0","0","18","0","0","10","0"
"1998-05-23 22:20:00.0","0","0","5","0","0","15","0","0","0","0"
"1998-05-23 22:30:00.0","0","0","24","0","0","44","8","0","3","0"
"1998-05-23 22:40:00.0","0","0","24","0","0","49","3","0","18","0"
"1998-05-23 22:50:00.0","0","0","17","0","0","41","0","0","18","0"
"1998-05-23 23:00:00.0","0","0","0","0","0","13","0","0","3","0"
"1998-05-23 23:10:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-23 23:20:00.0","0","0","0","0","0","21","0","0","10","0"
"1998-05-23 23:30:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-05-23 23:40:00.0","0","0","0","0","0","23","0","0","14","0"
"1998-05-23 23:50:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-24 00:00:00.0","0","0","23","0","0","32","0","0","0","0"
"1998-05-24 00:10:00.0","0","0","24","0","0","47","0","0","16","0"
"1998-05-24 00:20:00.0","0","0","21","0","0","45","0","0","18","0"
"1998-05-24 00:30:00.0","0","0","5","0","0","29","0","0","17","0"
"1998-05-24 00:40:00.0","0","0","0","0","0","23","0","0","14","0"
"1998-05-24 00:50:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-24 01:00:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-24 01:10:00.0","0","0","0","0","0","18","0","0","8","0"
"1998-05-24 01:20:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-05-24 01:30:00.0","0","0","11","0","0","31","0","0","11","0"
"1998-05-24 01:40:00.0","0","0","25","0","0","32","0","0","0","0"
"1998-05-24 01:50:00.0","0","0","22","0","0","32","0","0","1","0"
"1998-05-24 02:00:00.0","0","0","15","0","0","40","0","0","18","0"
"1998-05-24 02:10:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-05-24 02:20:00.0","0","0","0","0","0","12","0","0","2","0"
"1998-05-24 02:30:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-24 02:40:00.0","0","0","0","0","0","21","0","0","11","0"
"1998-05-24 02:50:00.0","0","0","0","0","0","27","0","0","18","0"
"1998-05-24 03:00:00.0","0","0","0","0","0","20","0","0","10","0"
"1998-05-24 03:10:00.0","0","0","21","0","0","29","0","0","0","0"
"1998-05-24 03:20:00.0","0","0","24","0","0","35","0","0","1","0"
"1998-05-24 03:30:00.0","0","0","21","0","0","44","0","0","19","0"
"1998-05-24 03:40:00.0","0","0","2","0","0","28","0","0","17","0"
"1998-05-24 03:50:00.0","0","0","0","0","0","13","0","0","3","0"
"1998-05-24 04:00:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-24 04:10:00.0","0","0","0","0","0","20","0","0","10","0"
"1998-05-24 04:20:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-05-24 04:30:00.0","0","0","0","0","0","22","0","0","13","0"
"1998-05-24 04:40:00.0","0","0","11","0","0","21","0","0","0","0"
"1998-05-24 04:50:00.0","0","0","25","0","0","32","0","0","0","0"
"1998-05-24 05:00:00.0","0","0","22","0","0","47","0","0","17","0"
"1998-05-24 05:10:00.0","0","0","12","0","0","36","0","0","18","0"
"1998-05-24 05:20:00.0","0","0","0","0","0","17","0","0","7","0"
"1998-05-24 05:30:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-24 05:40:00.0","0","0","0","0","0","15","0","0","4","0"
"1998-05-24 05:50:00.0","0","0","0","0","0","27","1","0","18","0"
"1998-05-24 06:00:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-05-24 06:10:00.0","0","0","14","0","0","25","0","0","2","0"
"1998-05-24 06:20:00.0","0","0","25","0","0","35","3","0","0","0"
"1998-05-24 06:30:00.0","0","0","22","0","0","41","0","0","11","0"
"1998-05-24 06:40:00.0","0","0","5","0","0","31","0","0","18","0"
"1998-05-24 06:50:00.0","0","0","0","0","0","21","0","0","12","0"
"1998-05-24 07:00:00.0","0","0","0","0","0","25","2","0","0","0"
"1998-05-24 07:10:00.0","0","0","0","0","19","119","0","0","0","0"
"1998-05-24 07:20:00.0","0","0","0","0","0","27","0","0","18","0"
"1998-05-24 07:30:00.0","0","0","5","0","0","39","8","0","18","0"
"1998-05-24 07:40:00.0","0","0","23","0","0","41","5","0","6","0"
"1998-05-24 07:50:00.0","0","0","23","0","25","61","4","0","0","0"
"1998-05-24 08:00:00.0","0","0","22","0","0","40","5","0","6","0"
"1998-05-24 08:10:00.0","0","0","0","0","0","37","11","0","18","0"
"1998-05-24 08:20:00.0","0","0","0","0","0","39","14","0","17","0"
"1998-05-24 08:30:00.0","0","0","0","0","0","109","13","0","0","0"
"1998-05-24 08:40:00.0","0","0","0","0","0","180","1","0","0","0"
"1998-05-24 08:50:00.0","0","0","0","0","0","56","0","0","14","0"
"1998-05-24 09:00:00.0","0","0","17","0","0","43","1","0","17","0"
"1998-05-24 09:10:00.0","0","0","22","0","0","40","0","0","11","0"
"1998-05-24 09:20:00.0","0","0","22","0","0","38","5","2","0","0"
"1998-05-24 09:30:00.0","0","0","5","0","0","40","14","10","0","0"
"1998-05-24 09:40:00.0","0","0","0","0","0","47","10","11","19","0"
"1998-05-24 09:50:00.0","0","0","0","0","0","36","0","9","17","0"
"1998-05-24 10:00:00.0","0","0","0","0","0","24","0","10","5","0"
"1998-05-24 10:10:00.0","0","0","0","0","0","20","0","9","0","0"
"1998-05-24 10:20:00.0","0","0","0","0","0","26","0","8","7","0"
"1998-05-24 10:30:00.0","0","0","24","0","0","50","0","0","18","0"
"1998-05-24 10:40:00.0","0","0","24","0","0","56","0","10","16","0"
"1998-05-24 10:50:00.0","0","0","22","0","0","40","1","10","0","0"
"1998-05-24 11:00:00.0","0","0","9","0","0","29","0","10","0","0"
"1998-05-24 11:10:00.0","0","0","0","0","0","33","0","10","14","0"
"1998-05-24 11:20:00.0","0","0","0","0","0","36","0","10","17","0"
"1998-05-24 11:30:00.0","0","0","0","0","0","30","0","10","11","0"
"1998-05-24 11:40:00.0","0","0","0","0","0","22","1","10","0","0"
"1998-05-24 11:50:00.0","0","0","6","0","18","52","0","11","7","0"
"1998-05-24 12:00:00.0","0","0","23","0","0","50","0","2","18","0"
"1998-05-24 12:10:00.0","0","0","22","0","0","45","0","0","17","0"
"1998-05-24 12:20:00.0","0","0","22","0","22","59","0","0","6","0"
"1998-05-24 12:30:00.0","0","0","4","0","0","20","0","5","0","0"
"1998-05-24 12:40:00.0","0","0","0","0","0","31","0","11","10","0"
"1998-05-24 12:50:00.0","0","0","0","0","0","44","8","10","18","0"
"1998-05-24 13:00:00.0","0","0","1","0","0","46","9","10","17","0"
"1998-05-24 13:10:00.0","0","0","23","0","0","42","0","10","0","0"
"1998-05-24 13:20:00.0","0","0","23","0","0","40","0","10","0","0"
"1998-05-24 13:30:00.0","0","0","19","0","0","53","2","10","16","0"
"1998-05-24 13:40:00.0","0","0","0","0","0","38","2","10","17","0"
"1998-05-24 13:50:00.0","0","0","0","0","0","24","4","2","8","0"
"1998-05-24 14:00:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-24 14:10:00.0","0","0","0","0","0","17","0","0","7","0"
"1998-05-24 14:20:00.0","0","0","14","0","0","40","0","0","18","0"
"1998-05-24 14:30:00.0","0","0","22","0","0","45","0","0","17","0"
"1998-05-24 14:40:00.0","0","0","23","0","0","30","0","0","0","0"
"1998-05-24 14:50:00.0","0","0","7","0","0","18","0","0","0","0"
"1998-05-24 15:00:00.0","0","0","0","0","0","24","0","0","15","0"
"1998-05-24 15:10:00.0","0","0","0","0","0","27","0","0","18","0"
"1998-05-24 15:20:00.0","0","0","0","0","0","19","0","0","10","0"
"1998-05-24 15:30:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-24 15:40:00.0","0","0","5","0","0","20","0","0","3","0"
"1998-05-24 15:50:00.0","0","0","23","0","0","47","0","0","18","0"
"1998-05-24 16:00:00.0","0","0","22","0","0","46","0","0","18","0"
"1998-05-24 16:10:00.0","0","0","19","0","0","27","0","0","1","0"
"1998-05-24 16:20:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-24 16:30:00.0","0","0","0","0","0","24","0","0","14","0"
"1998-05-24 16:40:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-05-24 16:50:00.0","0","0","0","0","0","19","0","0","10","0"
"1998-05-24 17:00:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-24 17:10:00.0","0","0","5","0","0","21","0","0","5","0"
"1998-05-24 17:20:00.0","0","0","24","0","0","48","0","0","18","0"
"1998-05-24 17:30:00.0","0","0","23","0","0","46","0","0","17","0"
"1998-05-24 17:40:00.0","0","0","17","0","0","27","0","0","1","0"
"1998-05-24 17:50:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-24 18:00:00.0","0","0","0","0","0","24","0","0","13","0"
"1998-05-24 18:10:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-05-24 18:20:00.0","0","0","0","0","0","19","0","0","10","0"
"1998-05-24 18:30:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-24 18:40:00.0","0","0","16","0","0","38","0","8","3","0"
"1998-05-24 18:50:00.0","0","5","24","0","0","67","5","10","18","0"
"1998-05-24 19:00:00.0","0","454","22","0","25","537","4","10","17","0"
"1998-05-24 19:10:00.0","0","401","14","0","19","448","0","0","10","0"
"1998-05-24 19:20:00.0","0","302","0","0","59","370","0","0","0","0"
"1998-05-24 19:30:00.0","0","102","0","0","11","130","0","0","6","0"
"1998-05-24 19:40:00.0","0","0","0","0","0","27","0","0","18","0"
"1998-05-24 19:50:00.0","0","0","21","0","0","56","7","4","17","0"
"1998-05-24 20:00:00.0","0","0","23","0","0","51","10","10","2","0"
"1998-05-24 20:10:00.0","0","0","22","0","0","42","2","10","0","0"
"1998-05-24 20:20:00.0","0","0","10","0","0","54","12","10","14","0"
"1998-05-24 20:30:00.0","0","0","0","0","0","37","0","10","18","0"
"1998-05-24 20:40:00.0","0","0","0","0","0","31","0","10","12","0"
"1998-05-24 20:50:00.0","0","0","0","0","0","22","1","10","0","0"
"1998-05-24 21:00:00.0","0","0","0","0","0","26","0","10","4","0"
"1998-05-24 21:10:00.0","0","0","24","0","0","56","1","8","18","0"
"1998-05-24 21:20:00.0","0","0","22","0","0","46","0","0","18","0"
"1998-05-24 21:30:00.0","0","0","21","0","0","33","0","0","4","0"
"1998-05-24 21:40:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-24 21:50:00.0","0","0","0","0","0","22","0","0","11","0"
"1998-05-24 22:00:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-05-24 22:10:00.0","0","0","0","0","0","23","0","0","14","0"
"1998-05-24 22:20:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-24 22:30:00.0","0","0","14","0","0","26","0","0","1","0"
"1998-05-24 22:40:00.0","0","0","23","0","0","47","0","0","18","0"
"1998-05-24 22:50:00.0","0","0","22","0","0","46","0","0","17","0"
"1998-05-24 23:00:00.0","0","0","11","0","0","25","0","0","6","0"
"1998-05-24 23:10:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-24 23:20:00.0","0","0","0","0","0","19","0","0","10","0"
"1998-05-24 23:30:00.0","0","0","0","0","0","27","0","0","17","0"
"1998-05-24 23:40:00.0","0","0","0","0","0","23","0","0","15","0"
"1998-05-24 23:50:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-25 00:00:00.0","0","0","9","0","0","20","0","0","0","0"
"1998-05-25 00:10:00.0","0","0","25","0","0","49","0","0","18","0"
"1998-05-25 00:20:00.0","0","0","22","0","0","46","0","0","17","0"
"1998-05-25 00:30:00.0","0","0","7","0","0","21","0","0","5","0"
"1998-05-25 00:40:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-25 00:50:00.0","0","0","0","0","0","20","0","0","10","0"
"1998-05-25 01:00:00.0","0","0","0","0","0","27","0","0","18","0"
"1998-05-25 01:10:00.0","0","0","0","0","0","23","0","0","14","0"
"1998-05-25 01:20:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-25 01:30:00.0","0","0","14","0","0","25","0","0","0","0"
"1998-05-25 01:40:00.0","0","0","25","0","0","49","0","0","17","0"
"1998-05-25 01:50:00.0","0","0","21","0","0","45","0","0","18","0"
"1998-05-25 02:00:00.0","0","0","7","0","0","21","0","0","6","0"
"1998-05-25 02:10:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-25 02:20:00.0","0","0","0","0","0","19","0","0","8","0"
"1998-05-25 02:30:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-05-25 02:40:00.0","0","0","0","0","0","25","0","0","15","0"
"1998-05-25 02:50:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-05-25 03:00:00.0","0","0","12","0","0","23","0","0","0","0"
"1998-05-25 03:10:00.0","0","0","25","0","0","47","0","0","15","0"
"1998-05-25 03:20:00.0","0","0","22","0","0","45","0","0","17","0"
"1998-05-25 03:30:00.0","0","0","13","0","0","31","0","0","9","0"
"1998-05-25 03:40:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-25 03:50:00.0","0","0","0","0","0","14","0","0","4","0"
"1998-05-25 04:00:00.0","0","0","0","0","0","27","0","0","18","0"
"1998-05-25 04:10:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-05-25 04:20:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-05-25 04:30:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-05-25 04:40:00.0","0","0","17","0","0","27","0","0","0","0"
"1998-05-25 04:50:00.0","0","0","25","0","0","41","0","0","8","0"
"1998-05-25 05:00:00.0","0","0","21","0","0","44","0","0","18","0"
"1998-05-25 05:10:00.0","0","0","4","0","0","25","0","0","11","0"
"1998-05-25 05:20:00.0","0","0","0","0","0","11","0","0","1","0"
"1998-05-25 05:30:00.0","0","0","0","0","0","13","1","0","1","0"
"1998-05-25 05:40:00.0","0","0","0","0","33","68","7","0","18","0"
"1998-05-25 05:50:00.0","0","0","0","0","0","33","8","0","17","0"
"1998-05-25 06:00:00.0","0","0","0","0","0","14","0","0","5","0"
"1998-05-25 06:10:00.0","0","0","17","0","0","26","0","0","0","0"
"1998-05-25 06:20:00.0","0","0","24","0","0","41","1","0","7","0"
"1998-05-25 06:30:00.0","0","0","23","0","0","49","0","2","18","0"
"1998-05-25 06:40:00.0","0","0","21","0","0","54","0","11","15","0"
