"Time","Chest freezer (Garage, 200l)","Clothes drier (without condenser) (5kg)","Electric Cooker (hot plate+oven) ()","Halogen lamp 1 ()","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Site consumption ()","Total site light consumption ()","Washing machine (5kg)","Water heater ()"
"1998-05-13 07:00:00.0","9","0","0","0","0","0","150","0","0","112"
"1998-05-13 07:10:00.0","0","0","0","0","0","0","30","0","0","0"
"1998-05-13 07:20:00.0","17","0","0","0","0","0","73","0","0","0"
"1998-05-13 07:30:00.0","13","0","0","0","0","0","94","9","0","0"
"1998-05-13 07:40:00.0","0","0","0","0","0","0","250","17","0","186"
"1998-05-13 07:50:00.0","13","0","0","0","0","0","246","8","0","178"
"1998-05-13 08:00:00.0","16","0","0","0","0","0","62","0","0","0"
"1998-05-13 08:10:00.0","0","0","0","0","0","0","84","23","0","0"
"1998-05-13 08:20:00.0","12","0","0","0","0","0","161","42","0","0"
"1998-05-13 08:30:00.0","18","0","0","0","0","0","124","41","0","0"
"1998-05-13 08:40:00.0","0","0","0","0","0","0","39","0","0","0"
"1998-05-13 08:50:00.0","8","0","0","0","0","0","38","0","0","0"
"1998-05-13 09:00:00.0","19","0","0","0","0","0","64","0","0","0"
"1998-05-13 09:10:00.0","1","0","0","0","0","0","31","0","0","0"
"1998-05-13 09:20:00.0","6","0","0","0","0","0","35","0","0","0"
"1998-05-13 09:30:00.0","19","0","0","0","0","0","65","0","0","0"
"1998-05-13 09:40:00.0","5","0","0","0","0","0","55","0","0","0"
"1998-05-13 09:50:00.0","2","0","0","0","0","0","46","0","0","0"
"1998-05-13 10:00:00.0","19","0","0","0","0","0","46","0","0","0"
"1998-05-13 10:10:00.0","9","0","0","0","0","0","37","0","0","0"
"1998-05-13 10:20:00.0","0","0","0","0","0","0","30","0","0","0"
"1998-05-13 10:30:00.0","17","0","0","0","0","0","65","0","0","0"
"1998-05-13 10:40:00.0","14","0","0","0","0","0","71","0","0","0"
"1998-05-13 10:50:00.0","0","0","0","0","0","0","34","0","0","0"
"1998-05-13 11:00:00.0","13","0","0","0","0","0","102","2","0","0"
"1998-05-13 11:10:00.0","19","0","0","0","0","0","114","21","0","0"
"1998-05-13 11:20:00.0","0","0","0","0","0","0","58","0","0","0"
"1998-05-13 11:30:00.0","13","0","0","0","0","0","65","3","0","0"
"1998-05-13 11:40:00.0","19","0","0","0","0","0","84","0","0","0"
"1998-05-13 11:50:00.0","19","0","0","0","0","0","85","0","0","0"
"1998-05-13 12:00:00.0","9","0","0","0","0","0","69","0","0","0"
"1998-05-13 12:10:00.0","1","0","0","0","0","0","400","0","288","0"
"1998-05-13 12:20:00.0","19","0","0","0","0","0","343","0","169","0"
"1998-05-13 12:30:00.0","18","0","0","0","0","0","107","0","41","0"
"1998-05-13 12:40:00.0","0","0","0","0","0","0","110","0","28","0"
"1998-05-13 12:50:00.0","11","0","0","0","0","0","222","0","26","118"
"1998-05-13 13:00:00.0","18","0","0","0","0","0","482","0","43","378"
"1998-05-13 13:10:00.0","8","0","0","0","0","0","466","0","37","375"
"1998-05-13 13:20:00.0","1","0","0","0","0","0","481","0","48","374"
"1998-05-13 13:30:00.0","19","0","0","0","0","0","473","1","9","392"
"1998-05-13 13:40:00.0","17","0","0","0","0","0","230","0","72","90"
"1998-05-13 13:50:00.0","0","0","0","0","0","0","320","0","0","250"
"1998-05-13 14:00:00.0","12","0","0","0","0","0","86","0","0","17"
"1998-05-13 14:10:00.0","18","0","0","0","0","0","81","0","0","0"
"1998-05-13 14:20:00.0","8","0","0","0","0","0","277","0","0","222"
"1998-05-13 14:30:00.0","2","0","0","0","0","0","53","0","0","0"
"1998-05-13 14:40:00.0","20","0","0","0","0","0","60","0","0","0"
"1998-05-13 14:50:00.0","16","0","0","0","0","0","85","0","0","0"
"1998-05-13 15:00:00.0","0","0","0","0","0","0","45","0","0","0"
"1998-05-13 15:10:00.0","13","0","0","0","0","0","44","0","0","0"
"1998-05-13 15:20:00.0","19","0","0","0","0","0","48","0","0","0"
"1998-05-13 15:30:00.0","5","0","0","0","0","0","49","0","0","0"
"1998-05-13 15:40:00.0","5","0","0","0","0","0","41","0","0","0"
"1998-05-13 15:50:00.0","19","0","0","0","0","0","60","0","0","0"
"1998-05-13 16:00:00.0","14","0","0","0","0","0","64","0","0","0"
"1998-05-13 16:10:00.0","0","0","0","0","0","0","44","0","0","0"
"1998-05-13 16:20:00.0","15","0","0","0","0","0","55","0","0","0"
"1998-05-13 16:30:00.0","19","0","0","0","0","0","47","0","0","0"
"1998-05-13 16:40:00.0","5","0","0","0","0","0","37","0","0","0"
"1998-05-13 16:50:00.0","5","0","0","0","0","0","65","5","0","0"
"1998-05-13 17:00:00.0","19","0","0","0","0","0","101","0","0","0"
"1998-05-13 17:10:00.0","14","0","0","0","0","0","88","14","0","0"
"1998-05-13 17:20:00.0","0","0","0","0","0","0","74","24","0","0"
"1998-05-13 17:30:00.0","15","0","0","0","0","0","88","24","0","0"
"1998-05-13 17:40:00.0","19","0","0","0","0","0","107","24","0","0"
"1998-05-13 17:50:00.0","5","0","0","0","0","0","79","24","0","0"
"1998-05-13 18:00:00.0","5","0","0","0","0","0","86","22","0","0"
"1998-05-13 18:10:00.0","19","0","0","0","0","0","95","3","0","0"
"1998-05-13 18:20:00.0","19","0","0","0","0","0","84","0","0","0"
"1998-05-13 18:30:00.0","19","0","0","0","0","0","64","0","0","0"
"1998-05-13 18:40:00.0","18","0","0","0","0","0","65","2","0","0"
"1998-05-13 18:50:00.0","5","0","0","0","0","0","66","0","0","0"
"1998-05-13 19:00:00.0","5","0","0","0","0","0","58","0","0","0"
"1998-05-13 19:10:00.0","19","0","0","0","0","0","80","0","0","0"
"1998-05-13 19:20:00.0","18","0","0","0","0","0","85","0","0","0"
"1998-05-13 19:30:00.0","4","0","173","0","0","0","240","0","0","0"
"1998-05-13 19:40:00.0","6","0","252","0","0","0","369","0","0","0"
"1998-05-13 19:50:00.0","19","0","0","0","0","0","66","0","0","0"
"1998-05-13 20:00:00.0","18","0","0","0","0","0","87","4","0","0"
"1998-05-13 20:10:00.0","0","0","0","0","0","0","139","49","0","0"
"1998-05-13 20:20:00.0","11","0","0","0","0","0","124","49","0","0"
"1998-05-13 20:30:00.0","19","0","0","0","0","0","79","12","0","0"
"1998-05-13 20:40:00.0","9","0","0","0","0","0","95","18","0","0"
"1998-05-13 20:50:00.0","1","0","0","0","3","0","81","27","0","0"
"1998-05-13 21:00:00.0","19","0","0","0","10","0","122","44","0","0"
"1998-05-13 21:10:00.0","17","0","0","0","10","0","150","58","0","0"
"1998-05-13 21:20:00.0","0","0","0","0","11","0","163","74","0","0"
"1998-05-13 21:30:00.0","11","0","0","0","9","0","192","115","0","0"
"1998-05-13 21:40:00.0","19","0","0","0","0","0","91","37","0","0"
"1998-05-13 21:50:00.0","10","0","0","0","0","0","55","5","0","0"
"1998-05-13 22:00:00.0","0","0","0","0","0","0","106","51","0","0"
"1998-05-13 22:10:00.0","19","0","0","0","0","0","67","0","0","0"
"1998-05-13 22:20:00.0","19","0","0","0","0","0","66","11","0","0"
"1998-05-13 22:30:00.0","1","0","0","0","0","0","29","0","0","0"
"1998-05-13 22:40:00.0","9","0","0","0","0","0","54","0","0","0"
"1998-05-13 22:50:00.0","19","0","0","0","0","0","44","0","0","0"
"1998-05-13 23:00:00.0","11","0","0","0","0","0","42","0","0","0"
"1998-05-13 23:10:00.0","0","0","0","0","0","0","49","0","0","0"
"1998-05-13 23:20:00.0","18","0","0","0","0","0","69","0","0","0"
"1998-05-13 23:30:00.0","18","0","0","0","0","0","44","0","0","0"
"1998-05-13 23:40:00.0","3","0","0","0","0","0","30","0","0","0"
"1998-05-13 23:50:00.0","7","0","0","0","0","0","35","0","0","0"
"1998-05-14 00:00:00.0","19","0","0","0","0","0","60","0","0","0"
"1998-05-14 00:10:00.0","11","0","0","0","0","0","60","0","0","0"
"1998-05-14 00:20:00.0","0","0","0","0","0","0","42","0","0","0"
"1998-05-14 00:30:00.0","17","0","0","0","0","0","43","0","0","0"
"1998-05-14 00:40:00.0","17","0","0","0","0","0","54","0","0","0"
"1998-05-14 00:50:00.0","0","0","0","0","0","0","35","0","0","0"
"1998-05-14 01:00:00.0","11","0","0","0","0","0","38","0","0","0"
"1998-05-14 01:10:00.0","19","0","0","0","0","0","56","0","0","0"
"1998-05-14 01:20:00.0","4","0","0","0","0","0","55","0","0","0"
"1998-05-14 01:30:00.0","5","0","0","0","0","0","50","0","0","0"
"1998-05-14 01:40:00.0","19","0","0","0","0","0","44","0","0","0"
"1998-05-14 01:50:00.0","9","0","0","0","0","0","158","0","0","121"
"1998-05-14 02:00:00.0","0","0","0","0","0","0","416","0","0","389"
"1998-05-14 02:10:00.0","18","0","0","0","0","0","442","0","0","385"
"1998-05-14 02:20:00.0","14","0","0","0","0","0","449","0","0","387"
"1998-05-14 02:30:00.0","0","0","0","0","0","0","429","0","0","386"
"1998-05-14 02:40:00.0","12","0","0","0","0","0","424","0","0","387"
"1998-05-14 02:50:00.0","18","0","0","0","0","0","431","0","0","388"
"1998-05-14 03:00:00.0","1","0","0","0","0","0","434","0","0","387"
"1998-05-14 03:10:00.0","7","0","0","0","0","0","422","0","0","388"
"1998-05-14 03:20:00.0","19","0","0","0","0","0","435","0","0","388"
"1998-05-14 03:30:00.0","4","0","0","0","0","0","436","0","0","384"
"1998-05-14 03:40:00.0","3","0","0","0","0","0","428","0","0","388"
"1998-05-14 03:50:00.0","19","0","0","0","0","0","379","0","0","317"
"1998-05-14 04:00:00.0","8","0","0","0","0","0","75","0","0","40"
"1998-05-14 04:10:00.0","0","0","0","0","0","0","319","0","0","290"
"1998-05-14 04:20:00.0","18","0","0","0","0","0","44","0","0","0"
"1998-05-14 04:30:00.0","12","0","0","0","0","0","319","0","0","269"
"1998-05-14 04:40:00.0","0","0","0","0","0","0","66","0","0","0"
"1998-05-14 04:50:00.0","15","0","0","0","0","0","44","0","0","0"
"1998-05-14 05:00:00.0","14","0","0","0","0","0","41","0","0","0"
"1998-05-14 05:10:00.0","0","0","0","0","0","0","255","0","0","227"
"1998-05-14 05:20:00.0","12","0","0","0","0","0","47","1","0","0"
"1998-05-14 05:30:00.0","17","0","0","0","0","0","134","58","0","0"
"1998-05-14 05:40:00.0","0","0","0","0","0","0","80","39","0","0"
"1998-05-14 05:50:00.0","8","0","0","0","0","0","362","52","0","257"
"1998-05-14 06:00:00.0","19","0","0","0","0","0","299","51","0","190"
"1998-05-14 06:10:00.0","2","0","0","0","0","0","154","20","0","105"
"1998-05-14 06:20:00.0","5","0","0","0","0","0","199","0","0","148"
"1998-05-14 06:30:00.0","18","0","0","0","0","0","46","0","0","0"
"1998-05-14 06:40:00.0","6","0","0","0","0","0","202","0","0","170"
"1998-05-14 06:50:00.0","1","0","0","0","0","0","234","17","0","171"
"1998-05-14 07:00:00.0","19","0","0","0","0","0","403","39","304","0"
"1998-05-14 07:10:00.0","8","0","0","0","0","0","605","29","237","244"
"1998-05-14 07:20:00.0","8","0","0","0","0","0","130","3","38","51"
"1998-05-14 07:30:00.0","19","0","0","0","0","0","278","0","26","211"
"1998-05-14 07:40:00.0","14","0","0","0","0","0","66","0","25","0"
"1998-05-14 07:50:00.0","0","0","0","0","0","0","131","5","44","36"
"1998-05-14 08:00:00.0","12","0","0","0","0","0","150","6","36","0"
"1998-05-14 08:10:00.0","18","0","0","0","0","0","149","0","60","0"
"1998-05-14 08:20:00.0","1","0","0","0","0","0","101","0","76","0"
"1998-05-14 08:30:00.0","7","0","0","0","0","0","37","0","0","0"
"1998-05-14 08:40:00.0","19","0","0","0","0","0","46","0","0","0"
"1998-05-14 08:50:00.0","5","0","0","0","0","0","57","0","0","0"
"1998-05-14 09:00:00.0","3","0","0","0","0","0","62","0","0","0"
"1998-05-14 09:10:00.0","19","0","0","0","0","0","46","0","0","0"
"1998-05-14 09:20:00.0","9","0","0","0","0","0","38","0","0","0"
"1998-05-14 09:30:00.0","0","0","0","0","0","0","30","0","0","0"
"1998-05-14 09:40:00.0","18","0","0","0","0","0","48","0","0","0"
"1998-05-14 09:50:00.0","14","0","0","0","0","0","62","0","0","0"
"1998-05-14 10:00:00.0","0","0","0","0","0","0","51","0","0","0"
"1998-05-14 10:10:00.0","12","0","0","0","0","0","49","0","0","0"
"1998-05-14 10:20:00.0","19","0","0","0","0","0","45","0","0","0"
"1998-05-14 10:30:00.0","1","0","0","0","0","0","31","0","0","0"
"1998-05-14 10:40:00.0","7","0","0","0","0","0","55","0","0","0"
"1998-05-14 10:50:00.0","19","0","0","0","0","0","45","0","0","0"
"1998-05-14 11:00:00.0","6","0","0","0","0","0","44","0","0","0"
"1998-05-14 11:10:00.0","2","0","0","0","0","0","52","0","0","0"
"1998-05-14 11:20:00.0","19","0","0","0","0","0","52","0","0","0"
"1998-05-14 11:30:00.0","12","0","0","0","0","0","57","0","0","0"
"1998-05-14 11:40:00.0","0","0","0","0","0","0","30","0","0","0"
"1998-05-14 11:50:00.0","15","0","0","0","0","0","44","0","0","0"
"1998-05-14 12:00:00.0","17","0","0","0","0","0","261","0","0","0"
"1998-05-14 12:10:00.0","0","0","0","0","0","0","393","0","0","0"
"1998-05-14 12:20:00.0","10","0","0","0","0","0","351","1","0","0"
"1998-05-14 12:30:00.0","19","0","0","0","0","0","129","2","0","0"
"1998-05-14 12:40:00.0","5","0","0","0","0","0","94","0","0","0"
"1998-05-14 12:50:00.0","4","0","0","0","0","0","495","0","0","118"
"1998-05-14 13:00:00.0","19","0","0","0","0","0","534","1","0","381"
"1998-05-14 13:10:00.0","12","0","0","0","0","0","445","0","0","383"
"1998-05-14 13:20:00.0","0","0","0","0","0","0","293","0","0","249"
"1998-05-14 13:30:00.0","15","0","0","0","0","0","106","0","0","64"
"1998-05-14 13:40:00.0","18","0","0","0","0","0","240","0","0","189"
"1998-05-14 13:50:00.0","1","0","0","0","0","0","43","0","0","0"
"1998-05-14 14:00:00.0","9","0","0","0","0","0","38","0","0","0"
"1998-05-14 14:10:00.0","19","0","0","0","0","0","265","0","0","208"
"1998-05-14 14:20:00.0","7","0","0","0","0","0","64","0","0","7"
"1998-05-14 14:30:00.0","2","0","0","0","0","0","49","0","0","0"
"1998-05-14 14:40:00.0","19","0","0","0","0","0","52","0","0","0"
"1998-05-14 14:50:00.0","18","0","0","0","0","0","45","0","0","0"
"1998-05-14 15:00:00.0","0","0","0","0","0","0","31","0","0","0"
"1998-05-14 15:10:00.0","12","0","0","0","0","0","63","0","0","0"
"1998-05-14 15:20:00.0","19","0","0","0","0","0","76","0","0","0"
"1998-05-14 15:30:00.0","9","0","0","0","0","0","48","0","0","0"
"1998-05-14 15:40:00.0","0","0","0","0","0","0","34","0","0","0"
"1998-05-14 15:50:00.0","20","0","0","0","0","0","62","0","0","0"
"1998-05-14 16:00:00.0","19","0","0","0","0","0","47","0","0","0"
"1998-05-14 16:10:00.0","2","0","0","0","0","0","32","0","0","0"
"1998-05-14 16:20:00.0","8","0","0","0","0","0","59","0","0","0"
"1998-05-14 16:30:00.0","19","0","0","0","0","0","77","0","0","0"
"1998-05-14 16:40:00.0","19","0","0","0","0","0","96","0","0","0"
"1998-05-14 16:50:00.0","18","0","0","0","0","0","137","0","0","0"
"1998-05-14 17:00:00.0","19","0","0","0","0","0","108","0","0","0"
"1998-05-14 17:10:00.0","18","0","0","0","0","0","153","0","0","0"
"1998-05-14 17:20:00.0","13","0","0","0","0","0","155","12","0","0"
"1998-05-14 17:30:00.0","0","0","0","0","0","0","178","23","0","0"
"1998-05-14 17:40:00.0","16","0","0","0","0","0","87","23","0","0"
"1998-05-14 17:50:00.0","19","0","0","0","0","0","89","0","0","0"
"1998-05-14 18:00:00.0","14","0","0","0","0","0","72","0","0","0"
"1998-05-14 18:10:00.0","0","0","0","0","0","0","51","0","0","0"
"1998-05-14 18:20:00.0","15","0","0","0","0","0","84","0","0","0"
"1998-05-14 18:30:00.0","19","0","0","0","0","0","98","0","0","0"
"1998-05-14 18:40:00.0","18","0","270","0","0","0","332","0","0","0"
"1998-05-14 18:50:00.0","17","0","286","0","0","0","350","2","0","0"
"1998-05-14 19:00:00.0","0","0","351","0","0","0","415","0","0","0"
"1998-05-14 19:10:00.0","11","0","0","0","0","0","66","0","0","0"
"1998-05-14 19:20:00.0","19","0","0","0","0","0","86","0","0","0"
"1998-05-14 19:30:00.0","13","0","0","0","0","0","80","0","0","0"
"1998-05-14 19:40:00.0","0","0","0","0","0","0","98","22","0","0"
"1998-05-14 19:50:00.0","17","0","0","0","0","0","65","2","0","0"
"1998-05-14 20:00:00.0","18","0","0","0","0","0","73","8","0","0"
"1998-05-14 20:10:00.0","8","0","0","0","0","0","74","0","0","0"
"1998-05-14 20:20:00.0","2","0","0","0","0","0","80","0","0","0"
"1998-05-14 20:30:00.0","20","0","0","0","0","0","73","2","0","0"
"1998-05-14 20:40:00.0","17","0","0","0","0","0","86","15","0","0"
"1998-05-14 20:50:00.0","0","0","0","0","4","0","116","36","0","0"
"1998-05-14 21:00:00.0","11","0","0","0","10","0","130","42","0","0"
"1998-05-14 21:10:00.0","19","0","0","0","10","0","156","59","0","0"
"1998-05-14 21:20:00.0","9","0","0","0","11","0","174","77","0","0"
"1998-05-14 21:30:00.0","0","0","0","0","10","0","140","47","0","0"
"1998-05-14 21:40:00.0","20","0","0","0","10","0","98","7","0","0"
"1998-05-14 21:50:00.0","19","0","0","0","11","0","100","19","0","0"
"1998-05-14 22:00:00.0","3","0","0","0","10","0","90","21","0","0"
"1998-05-14 22:10:00.0","7","0","0","0","11","0","157","62","0","0"
"1998-05-14 22:20:00.0","19","0","0","0","3","0","163","71","0","0"
"1998-05-14 22:30:00.0","16","0","0","0","0","0","65","2","0","0"
"1998-05-14 22:40:00.0","0","0","0","0","0","0","32","0","0","0"
"1998-05-14 22:50:00.0","14","0","0","0","0","0","60","0","0","0"
"1998-05-14 23:00:00.0","18","0","0","0","0","0","50","0","0","0"
"1998-05-14 23:10:00.0","11","0","0","0","0","0","49","0","0","0"
"1998-05-14 23:20:00.0","0","0","0","0","0","0","53","0","0","0"
"1998-05-14 23:30:00.0","19","0","0","0","0","0","72","0","0","0"
"1998-05-14 23:40:00.0","18","0","0","0","0","0","47","0","0","0"
"1998-05-14 23:50:00.0","6","0","0","0","0","0","37","0","0","0"
"1998-05-15 00:00:00.0","5","0","0","0","0","0","37","0","0","0"
"1998-05-15 00:10:00.0","19","0","0","0","0","0","66","0","0","0"
"1998-05-15 00:20:00.0","18","0","0","0","0","0","72","0","0","0"
"1998-05-15 00:30:00.0","1","0","0","0","0","0","43","0","0","0"
"1998-05-15 00:40:00.0","10","0","0","0","0","0","42","0","0","0"
"1998-05-15 00:50:00.0","19","0","0","0","0","0","62","0","0","0"
"1998-05-15 01:00:00.0","12","0","0","0","0","0","47","0","0","0"
"1998-05-15 01:10:00.0","0","0","0","0","0","0","32","0","0","0"
"1998-05-15 01:20:00.0","17","0","0","0","0","0","64","0","0","0"
"1998-05-15 01:30:00.0","19","0","0","0","0","0","77","0","0","0"
"1998-05-15 01:40:00.0","5","0","0","0","0","0","42","0","0","0"
"1998-05-15 01:50:00.0","5","0","0","0","0","0","157","0","0","121"
"1998-05-15 02:00:00.0","18","0","0","0","0","0","435","0","0","388"
"1998-05-15 02:10:00.0","16","0","0","0","0","0","444","0","0","388"
"1998-05-15 02:20:00.0","0","0","0","0","0","0","438","0","0","389"
"1998-05-15 02:30:00.0","12","0","0","0","0","0","451","0","0","388"
"1998-05-15 02:40:00.0","19","0","0","0","0","0","441","0","0","391"
"1998-05-15 02:50:00.0","7","0","0","0","0","0","257","0","0","211"
"1998-05-15 03:00:00.0","2","0","0","0","0","0","177","0","0","133"
"1998-05-15 03:10:00.0","19","0","0","0","0","0","203","0","0","155"
"1998-05-15 03:20:00.0","18","0","0","0","0","0","47","0","0","0"
"1998-05-15 03:30:00.0","0","0","0","0","0","0","278","0","0","224"
"1998-05-15 03:40:00.0","10","0","0","0","0","0","76","3","0","2"
"1998-05-15 03:50:00.0","19","0","0","0","0","0","48","0","0","0"
"1998-05-15 04:00:00.0","9","0","0","0","0","0","39","0","0","0"
"1998-05-15 04:10:00.0","0","0","0","0","0","0","34","0","0","0"
"1998-05-15 04:20:00.0","20","0","0","0","0","0","64","0","0","0"
"1998-05-15 04:30:00.0","17","0","0","0","0","0","61","0","0","0"
"1998-05-15 04:40:00.0","0","0","0","0","0","0","53","0","0","0"
"1998-05-15 04:50:00.0","11","0","0","0","0","0","43","0","0","0"
"1998-05-15 05:00:00.0","18","0","0","0","0","0","57","0","0","0"
"1998-05-15 05:10:00.0","8","0","0","0","0","0","48","0","0","0"
"1998-05-15 05:20:00.0","1","0","0","0","0","0","92","43","0","0"
"1998-05-15 05:30:00.0","19","0","0","0","0","0","96","48","0","0"
"1998-05-15 05:40:00.0","16","0","0","0","0","0","393","23","0","304"
"1998-05-15 05:50:00.0","0","0","0","0","0","0","335","42","0","216"
"1998-05-15 06:00:00.0","12","0","0","0","0","0","166","19","0","105"
"1998-05-15 06:10:00.0","18","0","0","0","0","0","196","0","0","148"
"1998-05-15 06:20:00.0","3","0","0","0","0","0","34","0","0","0"
"1998-05-15 06:30:00.0","5","0","0","0","0","0","164","0","0","116"
"1998-05-15 06:40:00.0","19","0","0","0","0","0","156","0","0","92"
"1998-05-15 06:50:00.0","9","0","0","0","0","0","69","9","0","0"
"1998-05-15 07:00:00.0","0","0","0","0","0","0","100","23","0","42"
"1998-05-15 07:10:00.0","18","0","0","0","0","0","419","1","0","311"
"1998-05-15 07:20:00.0","13","0","0","0","0","0","110","6","0","0"
"1998-05-15 07:30:00.0","1","0","0","0","0","0","266","12","0","132"
"1998-05-15 07:40:00.0","18","0","0","0","0","0","303","0","0","82"
"1998-05-15 07:50:00.0","12","0","0","0","0","0","327","0","0","229"
"1998-05-15 08:00:00.0","0","0","0","0","0","0","48","4","0","0"
"1998-05-15 08:10:00.0","15","0","0","0","0","0","62","4","0","0"
"1998-05-15 08:20:00.0","17","0","0","0","0","0","53","0","0","0"
"1998-05-15 08:30:00.0","0","0","0","0","0","0","31","0","0","0"
"1998-05-15 08:40:00.0","9","0","0","0","0","0","45","0","0","0"
"1998-05-15 08:50:00.0","19","0","0","0","0","0","67","0","0","0"
"1998-05-15 09:00:00.0","3","0","0","0","0","0","53","0","0","0"
"1998-05-15 09:10:00.0","5","0","0","0","0","0","46","0","0","0"
"1998-05-15 09:20:00.0","19","0","0","0","0","0","48","0","0","0"
"1998-05-15 09:30:00.0","8","0","0","0","0","0","38","0","0","0"
"1998-05-15 09:40:00.0","0","0","0","0","0","0","31","0","0","0"
"1998-05-15 09:50:00.0","18","0","0","0","0","0","86","0","0","0"
"1998-05-15 10:00:00.0","14","0","0","0","0","0","81","0","0","0"
"1998-05-15 10:10:00.0","0","0","0","0","0","0","41","0","0","0"
"1998-05-15 10:20:00.0","13","0","0","0","0","0","44","0","0","0"
"1998-05-15 10:30:00.0","19","0","0","0","0","0","47","0","0","0"
"1998-05-15 10:40:00.0","0","0","0","0","0","0","60","16","0","0"
"1998-05-15 10:50:00.0","8","0","0","0","0","0","195","24","0","0"
"1998-05-15 11:00:00.0","19","0","0","0","0","0","92","10","0","0"
"1998-05-15 11:10:00.0","6","0","0","0","0","0","38","0","0","0"
"1998-05-15 11:20:00.0","2","0","0","0","0","0","36","0","0","0"
"1998-05-15 11:30:00.0","20","0","0","0","0","0","68","0","0","0"
"1998-05-15 11:40:00.0","12","0","0","0","0","0","43","0","0","0"
"1998-05-15 11:50:00.0","0","0","0","0","0","0","35","0","0","0"
"1998-05-15 12:00:00.0","15","0","0","0","0","0","74","6","0","0"
"1998-05-15 12:10:00.0","18","0","0","0","0","0","558","16","465","0"
"1998-05-15 12:20:00.0","0","0","0","0","0","0","98","4","34","0"
"1998-05-15 12:30:00.0","10","0","0","0","0","0","90","0","32","0"
"1998-05-15 12:40:00.0","18","0","0","0","0","0","94","0","30","0"
"1998-05-15 12:50:00.0","7","0","0","0","0","0","216","0","27","123"
"1998-05-15 13:00:00.0","2","0","0","0","0","0","500","0","45","388"
"1998-05-15 13:10:00.0","19","0","0","0","0","0","517","0","76","391"
"1998-05-15 13:20:00.0","14","0","0","0","0","0","444","0","8","393"
"1998-05-15 13:30:00.0","0","0","0","0","0","0","537","0","118","389"
"1998-05-15 13:40:00.0","14","0","0","0","0","0","392","0","334","6"
"1998-05-15 13:50:00.0","18","0","0","0","0","0","381","0","40","257"
"1998-05-15 14:00:00.0","3","0","0","0","0","0","79","0","30","0"
"1998-05-15 14:10:00.0","6","0","0","0","0","0","90","0","27","27"
"1998-05-15 14:20:00.0","19","0","0","0","0","0","266","0","30","185"
"1998-05-15 14:30:00.0","11","0","0","0","0","0","105","0","40","0"
"1998-05-15 14:40:00.0","0","0","0","0","0","0","141","0","81","0"
"1998-05-15 14:50:00.0","17","0","0","0","0","0","92","0","5","0"
"1998-05-15 15:00:00.0","18","0","0","0","0","0","151","0","79","0"
"1998-05-15 15:10:00.0","2","0","0","0","0","0","51","0","0","0"
"1998-05-15 15:20:00.0","8","0","0","0","0","0","74","0","0","0"
"1998-05-15 15:30:00.0","19","0","0","0","0","0","70","1","0","0"
"1998-05-15 15:40:00.0","11","0","0","0","0","0","64","0","0","0"
"1998-05-15 15:50:00.0","0","0","0","0","0","0","69","0","0","0"
"1998-05-15 16:00:00.0","18","0","0","0","0","0","85","0","0","0"
"1998-05-15 16:10:00.0","18","0","0","0","0","0","73","0","0","0"
"1998-05-15 16:20:00.0","4","0","0","0","0","0","52","0","0","0"
"1998-05-15 16:30:00.0","6","0","0","0","0","0","54","0","0","0"
"1998-05-15 16:40:00.0","19","0","0","0","0","0","98","0","0","0"
"1998-05-15 16:50:00.0","16","0","0","0","0","0","145","0","0","0"
"1998-05-15 17:00:00.0","0","0","0","0","0","0","88","0","0","0"
"1998-05-15 17:10:00.0","13","0","0","0","0","0","61","0","0","0"
"1998-05-15 17:20:00.0","19","0","0","0","0","0","53","0","0","0"
"1998-05-15 17:30:00.0","10","0","0","0","0","0","57","0","0","0"
"1998-05-15 17:40:00.0","0","0","0","0","0","0","50","0","0","0"
"1998-05-15 17:50:00.0","19","0","0","0","0","0","91","0","0","0"
"1998-05-15 18:00:00.0","19","0","0","0","0","0","101","0","0","0"
"1998-05-15 18:10:00.0","4","0","0","0","0","0","70","0","0","0"
"1998-05-15 18:20:00.0","6","0","0","0","0","0","58","0","0","0"
"1998-05-15 18:30:00.0","19","0","0","0","0","0","66","0","0","0"
"1998-05-15 18:40:00.0","17","0","0","0","0","0","79","0","0","0"
"1998-05-15 18:50:00.0","0","0","0","0","0","0","90","4","0","0"
"1998-05-15 19:00:00.0","12","0","0","0","0","0","75","14","0","0"
"1998-05-15 19:10:00.0","19","0","0","0","0","0","64","0","0","0"
"1998-05-15 19:20:00.0","10","0","0","0","0","0","59","3","0","0"
"1998-05-15 19:30:00.0","0","0","0","0","0","0","248","1","0","0"
"1998-05-15 19:40:00.0","19","0","0","0","0","0","477","24","0","0"
"1998-05-15 19:50:00.0","18","0","0","0","0","0","384","26","0","0"
"1998-05-15 20:00:00.0","3","0","0","0","0","0","140","29","0","0"
"1998-05-15 20:10:00.0","7","0","0","0","0","0","119","13","0","0"
"1998-05-15 20:20:00.0","19","0","0","0","0","0","458","18","0","0"
"1998-05-15 20:30:00.0","13","0","0","0","0","0","176","18","0","0"
"1998-05-15 20:40:00.0","0","0","0","0","0","0","76","17","0","0"
"1998-05-15 20:50:00.0","15","0","0","0","0","0","63","0","0","0"
"1998-05-15 21:00:00.0","19","0","0","0","0","0","113","35","0","0"
"1998-05-15 21:10:00.0","3","0","0","0","0","0","156","97","0","0"
