"Time","Clothes drier (with condenser) ()","Dish washer (12 place setting)","Electric oven ()","Fridge freezer (Kitchen, 182l/48l)","Hot plate (3 gas, 1elec)","Microwave oven (1,35kW)","Site consumption ()","Total site light consumption ()","TV (51cm)","Vertical freezer (Kitchen, 265l)","Washing machine ()"
"1998-02-18 00:50:00.0","0","0","0","0","0","0","46","0","11","17","0"
"1998-02-18 01:00:00.0","0","0","0","0","0","0","31","0","10","0","0"
"1998-02-18 01:10:00.0","0","0","0","0","0","0","41","0","11","10","0"
"1998-02-18 01:20:00.0","0","0","0","0","0","0","49","0","11","20","0"
"1998-02-18 01:30:00.0","0","0","0","1","0","0","35","0","11","5","0"
"1998-02-18 01:40:00.0","0","0","0","26","0","0","55","0","11","3","0"
"1998-02-18 01:50:00.0","0","0","0","21","0","0","66","0","11","20","0"
"1998-02-18 02:00:00.0","0","0","0","21","0","0","51","0","4","11","0"
"1998-02-18 02:10:00.0","0","0","0","19","0","0","36","0","0","0","0"
"1998-02-18 02:20:00.0","0","0","0","3","0","0","38","0","0","17","0"
"1998-02-18 02:30:00.0","0","0","0","0","0","0","34","0","0","18","0"
"1998-02-18 02:40:00.0","0","0","0","0","0","0","20","0","0","0","0"
"1998-02-18 02:50:00.0","0","0","0","0","0","0","29","0","0","10","0"
"1998-02-18 03:00:00.0","0","0","0","0","0","0","37","0","0","20","0"
"1998-02-18 03:10:00.0","0","0","0","0","0","0","23","0","0","4","0"
"1998-02-18 03:20:00.0","0","0","0","0","0","0","24","0","0","3","0"
"1998-02-18 03:30:00.0","0","0","0","18","0","0","53","0","0","21","0"
"1998-02-18 03:40:00.0","0","0","0","23","0","0","49","0","0","10","0"
"1998-02-18 03:50:00.0","0","0","0","21","0","0","37","0","0","0","0"
"1998-02-18 04:00:00.0","0","0","0","13","0","0","47","0","0","17","0"
"1998-02-18 04:10:00.0","0","0","0","0","0","0","34","0","0","16","0"
"1998-02-18 04:20:00.0","0","0","0","0","0","0","19","0","0","1","0"
"1998-02-18 04:30:00.0","0","0","0","0","0","0","31","0","0","11","0"
"1998-02-18 04:40:00.0","0","0","0","0","0","0","36","0","0","20","0"
"1998-02-18 04:50:00.0","0","0","0","0","0","0","22","0","0","2","0"
"1998-02-18 05:00:00.0","0","0","0","0","0","0","26","0","0","6","0"
"1998-02-18 05:10:00.0","0","0","0","26","0","0","60","0","0","20","0"
"1998-02-18 05:20:00.0","0","0","0","22","0","0","44","0","0","7","0"
"1998-02-18 05:30:00.0","0","0","0","20","0","0","38","0","0","1","0"
"1998-02-18 05:40:00.0","0","0","0","5","0","0","41","0","0","21","0"
"1998-02-18 05:50:00.0","0","0","0","0","0","0","31","0","0","12","0"
"1998-02-18 06:00:00.0","0","0","0","0","0","0","20","0","0","0","0"
"1998-02-18 06:10:00.0","0","0","0","0","0","0","33","0","0","15","0"
"1998-02-18 06:20:00.0","0","0","0","0","0","0","35","0","0","19","0"
"1998-02-18 06:30:00.0","0","0","0","0","0","0","20","0","0","0","0"
"1998-02-18 06:40:00.0","0","0","0","16","0","0","45","0","0","10","0"
"1998-02-18 06:50:00.0","0","0","0","23","0","0","56","0","0","20","0"
"1998-02-18 07:00:00.0","0","0","0","21","0","0","41","0","0","3","0"
"1998-02-18 07:10:00.0","0","0","0","12","0","0","35","0","0","5","0"
"1998-02-18 07:20:00.0","0","0","0","0","0","0","37","0","0","21","0"
"1998-02-18 07:30:00.0","0","0","0","0","0","21","48","2","0","8","0"
"1998-02-18 07:40:00.0","0","0","0","0","0","0","26","0","6","0","0"
"1998-02-18 07:50:00.0","0","0","0","0","0","0","48","0","11","20","0"
"1998-02-18 08:00:00.0","0","0","0","0","0","0","40","0","10","13","0"
"1998-02-18 08:10:00.0","0","0","0","18","0","0","45","0","11","0","0"
"1998-02-18 08:20:00.0","0","0","0","22","0","0","67","7","11","14","0"
"1998-02-18 08:30:00.0","0","0","0","21","0","0","69","7","11","20","0"
"1998-02-18 08:40:00.0","0","0","0","16","0","0","34","0","3","0","0"
"1998-02-18 08:50:00.0","0","0","0","1","0","0","24","0","0","9","0"
"1998-02-18 09:00:00.0","0","0","0","0","0","0","34","0","0","20","0"
"1998-02-18 09:10:00.0","0","0","0","0","0","0","20","0","0","5","0"
"1998-02-18 09:20:00.0","0","0","0","0","0","0","21","0","0","4","0"
"1998-02-18 09:30:00.0","0","0","0","0","0","0","33","0","0","20","0"
"1998-02-18 09:40:00.0","0","0","0","10","0","0","33","0","0","9","0"
"1998-02-18 09:50:00.0","0","0","0","23","0","0","37","0","0","0","0"
"1998-02-18 10:00:00.0","0","0","0","21","0","0","52","0","0","20","0"
"1998-02-18 10:10:00.0","0","0","0","20","0","0","46","0","0","14","0"
"1998-02-18 10:20:00.0","0","0","0","1","0","0","17","0","0","0","0"
"1998-02-18 10:30:00.0","0","0","0","0","0","0","30","0","0","15","0"
"1998-02-18 10:40:00.0","0","0","0","0","0","0","32","0","0","19","0"
"1998-02-18 10:50:00.0","0","0","0","0","0","0","17","0","0","0","0"
"1998-02-18 11:00:00.0","0","0","0","0","0","0","25","0","0","10","0"
"1998-02-18 11:10:00.0","0","0","0","11","0","0","44","0","0","20","0"
"1998-02-18 11:20:00.0","0","0","0","23","0","0","40","0","0","4","0"
"1998-02-18 11:30:00.0","0","0","0","20","0","0","39","0","0","5","0"
"1998-02-18 11:40:00.0","0","0","0","20","0","0","51","0","0","21","0"
"1998-02-18 11:50:00.0","0","0","0","3","0","0","26","0","0","9","0"
"1998-02-18 12:00:00.0","0","0","0","0","0","0","16","0","0","0","0"
"1998-02-18 12:10:00.0","0","0","0","0","0","0","34","0","0","19","0"
"1998-02-18 12:20:00.0","0","0","0","0","0","0","31","0","0","17","0"
"1998-02-18 12:30:00.0","0","0","0","0","0","0","17","0","0","1","0"
"1998-02-18 12:40:00.0","0","0","0","24","0","35","95","0","10","15","0"
"1998-02-18 12:50:00.0","0","0","0","22","0","0","65","0","12","20","0"
"1998-02-18 13:00:00.0","0","0","0","21","0","0","54","0","11","8","0"
"1998-02-18 13:10:00.0","0","0","0","20","0","0","49","0","10","1","0"
"1998-02-18 13:20:00.0","0","0","0","3","0","0","51","0","11","21","0"
"1998-02-18 13:30:00.0","0","0","0","0","0","0","43","0","10","15","0"
"1998-02-18 13:40:00.0","0","0","0","0","0","0","31","0","11","1","0"
"1998-02-18 13:50:00.0","0","0","0","0","0","0","42","0","11","13","0"
"1998-02-18 14:00:00.0","0","0","0","0","0","0","47","0","11","20","0"
"1998-02-18 14:10:00.0","0","0","0","24","0","0","53","0","11","0","0"
"1998-02-18 14:20:00.0","0","0","0","22","0","0","57","0","10","9","0"
"1998-02-18 14:30:00.0","0","0","0","20","0","0","65","0","11","20","0"
"1998-02-18 14:40:00.0","0","0","0","20","0","0","51","0","11","6","0"
"1998-02-18 14:50:00.0","0","0","0","7","0","0","39","0","11","3","0"
"1998-02-18 15:00:00.0","0","0","0","0","0","0","37","0","0","20","0"
"1998-02-18 15:10:00.0","0","0","0","0","0","0","30","0","0","13","0"
"1998-02-18 15:20:00.0","0","0","0","0","0","0","19","0","0","0","0"
"1998-02-18 15:30:00.0","0","0","0","0","0","0","40","6","0","16","0"
"1998-02-18 15:40:00.0","0","0","0","10","0","0","46","0","0","20","0"
"1998-02-18 15:50:00.0","0","0","0","23","0","0","39","0","0","0","0"
"1998-02-18 16:00:00.0","0","0","0","21","0","0","46","0","0","9","0"
"1998-02-18 16:10:00.0","0","0","0","21","0","0","53","0","0","20","0"
"1998-02-18 16:20:00.0","0","0","0","2","0","0","36","9","0","7","0"
"1998-02-18 16:30:00.0","0","0","0","0","0","0","30","8","0","1","0"
"1998-02-18 16:40:00.0","0","0","0","0","0","0","36","0","0","21","0"
"1998-02-18 16:50:00.0","0","0","0","0","0","0","30","0","0","13","0"
"1998-02-18 17:00:00.0","0","0","0","2","0","0","22","0","0","0","0"
"1998-02-18 17:10:00.0","0","0","0","24","0","0","54","0","0","15","0"
"1998-02-18 17:20:00.0","0","0","0","22","0","0","64","0","0","20","0"
"1998-02-18 17:30:00.0","0","0","0","20","0","0","38","2","0","0","0"
"1998-02-18 17:40:00.0","0","0","0","0","0","0","121","6","0","8","0"
"1998-02-18 17:50:00.0","0","0","0","0","0","0","46","2","7","20","0"
"1998-02-18 18:00:00.0","0","0","0","0","0","0","44","0","11","16","0"
"1998-02-18 18:10:00.0","0","0","0","0","0","0","30","0","11","0","0"
"1998-02-18 18:20:00.0","0","0","0","11","0","0","52","0","11","13","0"
"1998-02-18 18:30:00.0","0","0","0","23","0","0","66","0","11","20","0"
"1998-02-18 18:40:00.0","0","0","0","21","0","0","50","0","11","3","0"
"1998-02-18 18:50:00.0","0","0","0","13","0","0","48","0","11","6","0"
"1998-02-18 19:00:00.0","0","0","0","0","0","0","64","18","12","20","0"
"1998-02-18 19:10:00.0","0","0","0","0","0","0","61","22","11","9","0"
"1998-02-18 19:20:00.0","0","0","0","0","0","0","52","23","11","0","0"
"1998-02-18 19:30:00.0","0","0","0","0","0","0","72","23","11","20","0"
"1998-02-18 19:40:00.0","0","0","0","15","0","0","68","11","12","16","0"
"1998-02-18 19:50:00.0","0","0","0","22","0","0","53","3","11","0","0"
"1998-02-18 20:00:00.0","0","0","0","21","0","0","63","3","12","14","0"
"1998-02-18 20:10:00.0","0","0","0","11","0","0","58","3","11","20","0"
"1998-02-18 20:20:00.0","0","0","0","0","0","0","36","3","11","2","0"
"1998-02-18 20:30:00.0","0","0","0","0","0","0","39","3","12","6","0"
"1998-02-18 20:40:00.0","0","0","0","0","0","0","51","3","12","21","0"
"1998-02-18 20:50:00.0","0","0","0","0","0","0","42","2","12","9","0"
"1998-02-18 21:00:00.0","0","0","0","15","0","0","47","3","11","0","0"
"1998-02-18 21:10:00.0","0","0","0","22","0","0","70","3","12","19","0"
"1998-02-18 21:20:00.0","0","0","0","21","0","0","64","3","12","16","0"
"1998-02-18 21:30:00.0","0","0","0","20","0","0","50","3","12","0","0"
"1998-02-18 21:40:00.0","0","0","0","2","0","0","48","3","11","13","0"
"1998-02-18 21:50:00.0","0","0","0","0","0","0","51","2","12","20","0"
"1998-02-18 22:00:00.0","0","0","0","0","0","0","37","3","12","2","0"
"1998-02-18 22:10:00.0","0","0","0","0","0","0","40","3","12","5","0"
"1998-02-18 22:20:00.0","0","0","0","0","0","0","51","3","11","21","0"
"1998-02-18 22:30:00.0","0","0","0","16","0","0","70","19","11","9","0"
"1998-02-18 22:40:00.0","0","0","0","22","0","0","69","19","10","0","0"
"1998-02-18 22:50:00.0","0","0","0","21","0","0","85","20","11","20","0"
"1998-02-18 23:00:00.0","0","0","0","20","0","0","79","20","11","16","0"
"1998-02-18 23:10:00.0","0","0","0","1","0","0","49","18","10","0","0"
"1998-02-18 23:20:00.0","0","0","0","0","0","0","46","4","12","12","0"
"1998-02-18 23:30:00.0","0","0","0","0","0","0","50","3","11","20","0"
"1998-02-18 23:40:00.0","0","0","0","0","0","0","36","3","11","3","0"
"1998-02-18 23:50:00.0","0","0","0","5","0","0","41","0","11","5","0"
"1998-02-19 00:00:00.0","0","0","0","24","0","0","69","0","11","20","0"
"1998-02-19 00:10:00.0","0","0","0","21","0","0","58","0","12","9","0"
"1998-02-19 00:20:00.0","0","0","0","12","0","0","41","0","11","0","0"
"1998-02-19 00:30:00.0","0","0","0","0","0","0","47","0","10","19","0"
"1998-02-19 00:40:00.0","0","0","0","0","0","0","44","0","11","16","0"
"1998-02-19 00:50:00.0","0","0","0","0","0","0","30","0","10","0","0"
"1998-02-19 01:00:00.0","0","0","0","0","0","0","40","0","11","12","0"
"1998-02-19 01:10:00.0","0","0","0","7","0","0","51","0","11","20","0"
"1998-02-19 01:20:00.0","0","0","0","24","0","0","51","0","11","3","0"
"1998-02-19 01:30:00.0","0","0","0","21","0","0","52","0","11","5","0"
"1998-02-19 01:40:00.0","0","0","0","20","0","0","62","0","11","20","0"
"1998-02-19 01:50:00.0","0","0","0","20","0","0","53","0","11","10","0"
"1998-02-19 02:00:00.0","0","0","0","2","0","0","24","0","5","0","0"
"1998-02-19 02:10:00.0","0","0","0","0","0","0","34","0","0","18","0"
"1998-02-19 02:20:00.0","0","0","0","0","0","0","32","0","0","17","0"
"1998-02-19 02:30:00.0","0","0","0","0","0","0","17","0","0","0","0"
"1998-02-19 02:40:00.0","0","0","0","0","0","0","28","0","0","12","0"
"1998-02-19 02:50:00.0","0","0","0","8","0","0","42","0","0","20","0"
"1998-02-19 03:00:00.0","0","0","0","24","0","0","41","0","0","3","0"
"1998-02-19 03:10:00.0","0","0","0","21","0","0","41","0","0","5","0"
"1998-02-19 03:20:00.0","0","0","0","20","0","0","52","0","0","20","0"
"1998-02-19 03:30:00.0","0","0","0","0","0","0","26","0","0","10","0"
"1998-02-19 03:40:00.0","0","0","0","0","0","0","18","0","0","0","0"
"1998-02-19 03:50:00.0","0","0","0","0","0","0","34","0","0","19","0"
"1998-02-19 04:00:00.0","0","0","0","0","0","0","32","0","0","16","0"
"1998-02-19 04:10:00.0","0","0","0","0","0","0","18","0","0","0","0"
"1998-02-19 04:20:00.0","0","0","0","13","0","0","40","0","0","12","0"
"1998-02-19 04:30:00.0","0","0","0","23","0","0","55","0","0","20","0"
"1998-02-19 04:40:00.0","0","0","0","21","0","0","39","1","0","3","0"
"1998-02-19 04:50:00.0","0","0","0","10","0","0","31","0","0","4","0"
"1998-02-19 05:00:00.0","0","0","0","0","0","0","35","0","0","20","0"
"1998-02-19 05:10:00.0","0","0","0","0","0","0","26","0","0","11","0"
"1998-02-19 05:20:00.0","0","0","0","0","0","0","18","0","0","0","0"
"1998-02-19 05:30:00.0","0","0","0","0","0","0","33","0","0","17","0"
"1998-02-19 05:40:00.0","0","0","0","5","0","0","38","0","0","18","0"
"1998-02-19 05:50:00.0","0","0","0","24","0","0","39","0","0","0","0"
"1998-02-19 06:00:00.0","0","0","0","21","0","0","45","0","0","10","0"
"1998-02-19 06:10:00.0","0","0","0","20","0","0","52","0","0","20","0"
"1998-02-19 06:20:00.0","0","0","0","12","0","0","32","0","0","5","0"
"1998-02-19 06:30:00.0","0","0","0","0","0","0","21","0","0","3","0"
"1998-02-19 06:40:00.0","0","0","0","0","0","0","35","0","0","21","0"
"1998-02-19 06:50:00.0","0","0","0","0","0","0","27","0","0","12","0"
"1998-02-19 07:00:00.0","0","0","0","0","0","0","18","0","0","0","0"
"1998-02-19 07:10:00.0","0","0","0","0","0","0","31","0","0","16","0"
"1998-02-19 07:20:00.0","0","0","0","19","0","0","52","0","0","19","0"
"1998-02-19 07:30:00.0","0","0","0","22","0","0","37","0","0","0","0"
"1998-02-19 07:40:00.0","0","0","0","20","0","0","43","0","0","9","0"
"1998-02-19 07:50:00.0","0","0","0","20","0","21","76","0","4","20","0"
"1998-02-19 08:00:00.0","0","0","0","11","0","0","43","0","12","6","0"
"1998-02-19 08:10:00.0","0","0","0","0","0","0","31","0","12","2","0"
"1998-02-19 08:20:00.0","0","0","0","0","0","0","49","1","12","20","0"
"1998-02-19 08:30:00.0","0","0","0","0","0","0","51","4","11","13","0"
"1998-02-19 08:40:00.0","0","0","0","0","0","0","19","0","1","0","0"
"1998-02-19 08:50:00.0","0","0","0","0","0","0","31","0","0","16","0"
"1998-02-19 09:00:00.0","0","0","0","16","0","0","47","0","0","18","0"
"1998-02-19 09:10:00.0","0","0","0","22","0","0","35","0","0","1","0"
"1998-02-19 09:20:00.0","0","0","0","21","0","0","43","0","0","9","0"
"1998-02-19 09:30:00.0","0","0","0","6","0","0","39","0","0","20","0"
"1998-02-19 09:40:00.0","0","0","0","0","0","0","22","0","0","6","0"
"1998-02-19 09:50:00.0","0","0","0","0","0","0","19","0","0","3","0"
"1998-02-19 10:00:00.0","0","0","0","0","0","0","34","0","0","20","0"
"1998-02-19 10:10:00.0","0","0","0","0","0","0","26","0","0","12","0"
"1998-02-19 10:20:00.0","0","0","0","14","0","0","30","0","0","0","0"
"1998-02-19 10:30:00.0","0","0","0","23","0","0","52","0","0","17","0"
"1998-02-19 10:40:00.0","0","0","0","21","0","0","49","0","0","19","0"
"1998-02-19 10:50:00.0","0","0","0","19","0","0","33","0","0","0","0"
"1998-02-19 11:00:00.0","0","0","0","1","0","0","27","0","0","11","0"
"1998-02-19 11:10:00.0","0","0","0","0","0","0","33","0","0","19","0"
"1998-02-19 11:20:00.0","0","0","0","0","0","0","21","0","0","6","0"
"1998-02-19 11:30:00.0","0","0","0","0","0","0","19","0","0","3","0"
"1998-02-19 11:40:00.0","0","0","0","0","0","0","34","0","0","21","0"
"1998-02-19 11:50:00.0","0","0","0","17","0","0","42","0","0","12","0"
"1998-02-19 12:00:00.0","0","0","0","23","0","0","37","0","0","0","0"
"1998-02-19 12:10:00.0","0","0","0","21","0","0","49","0","0","18","0"
"1998-02-19 12:20:00.0","0","0","0","20","0","0","50","0","0","19","0"
"1998-02-19 12:30:00.0","0","0","0","6","0","0","22","0","0","0","0"
"1998-02-19 12:40:00.0","0","0","0","0","0","0","27","0","0","11","0"
"1998-02-19 12:50:00.0","0","0","0","0","0","0","33","0","0","20","0"
"1998-02-19 13:00:00.0","0","0","0","0","0","0","22","0","0","6","0"
"1998-02-19 13:10:00.0","0","0","0","0","0","0","20","0","0","4","0"
"1998-02-19 13:20:00.0","0","0","0","3","0","0","38","0","0","20","0"
"1998-02-19 13:30:00.0","0","0","0","25","0","0","49","0","0","13","0"
"1998-02-19 13:40:00.0","0","0","0","22","0","0","37","0","2","0","0"
"1998-02-19 13:50:00.0","0","0","0","20","0","33","94","0","11","18","0"
"1998-02-19 14:00:00.0","0","0","0","20","0","0","63","0","11","19","0"
"1998-02-19 14:10:00.0","0","0","0","10","0","11","57","2","11","7","0"
"1998-02-19 14:20:00.0","0","0","0","0","0","0","34","0","12","3","0"
"1998-02-19 14:30:00.0","0","0","0","0","0","0","47","0","11","20","0"
"1998-02-19 14:40:00.0","0","0","0","0","0","0","101","0","11","15","0"
"1998-02-19 14:50:00.0","0","0","0","0","0","0","30","0","11","0","0"
"1998-02-19 15:00:00.0","0","0","0","0","0","0","103","0","11","17","0"
"1998-02-19 15:10:00.0","0","0","0","24","0","0","95","7","11","19","0"
"1998-02-19 15:20:00.0","0","0","0","22","0","0","60","10","11","0","0"
"1998-02-19 15:30:00.0","0","0","0","20","0","0","63","4","11","13","0"
"1998-02-19 15:40:00.0","0","0","0","9","0","0","63","9","11","19","0"
"1998-02-19 15:50:00.0","0","0","0","0","0","0","42","10","11","3","0"
"1998-02-19 16:00:00.0","0","0","0","0","0","0","49","10","11","9","0"
"1998-02-19 16:10:00.0","0","0","0","0","0","0","57","10","11","20","0"
"1998-02-19 16:20:00.0","0","0","0","0","0","0","46","10","11","8","0"
"1998-02-19 16:30:00.0","0","0","0","11","0","0","54","9","11","3","0"
"1998-02-19 16:40:00.0","0","0","0","23","0","0","77","10","11","20","0"
"1998-02-19 16:50:00.0","0","0","0","21","0","0","105","10","11","12","0"
"1998-02-19 17:00:00.0","0","0","0","18","0","0","58","3","11","0","0"
"1998-02-19 17:10:00.0","0","0","0","0","0","0","158","30","11","18","0"
"1998-02-19 17:20:00.0","0","0","0","0","0","0","91","46","11","18","0"
"1998-02-19 17:30:00.0","0","0","0","0","0","0","72","41","12","0","0"
"1998-02-19 17:40:00.0","0","0","0","0","0","0","83","39","11","15","0"
"1998-02-19 17:50:00.0","0","0","0","5","0","0","90","38","12","19","0"
"1998-02-19 18:00:00.0","0","0","0","24","0","0","90","38","11","0","0"
"1998-02-19 18:10:00.0","0","0","0","21","0","0","97","38","11","12","0"
"1998-02-19 18:20:00.0","0","0","0","21","0","0","106","41","11","20","0"
"1998-02-19 18:30:00.0","0","0","0","19","0","0","90","42","11","3","0"
"1998-02-19 18:40:00.0","0","0","0","6","0","0","85","41","12","8","0"
"1998-02-19 18:50:00.0","0","0","0","0","0","0","89","42","11","20","0"
"1998-02-19 19:00:00.0","0","0","0","0","0","0","50","23","5","7","0"
"1998-02-19 19:10:00.0","0","0","0","0","0","0","29","9","0","3","0"
"1998-02-19 19:20:00.0","0","0","0","0","0","0","43","10","0","20","0"
"1998-02-19 19:30:00.0","0","0","0","24","0","0","59","10","0","12","0"
"1998-02-19 19:40:00.0","0","0","0","22","0","0","44","10","0","0","0"
"1998-02-19 19:50:00.0","0","0","0","20","0","0","58","9","0","16","0"
"1998-02-19 20:00:00.0","0","0","0","0","0","0","42","10","0","18","0"
"1998-02-19 20:10:00.0","0","0","0","0","0","0","26","10","0","0","0"
"1998-02-19 20:20:00.0","0","0","0","0","0","0","36","9","0","10","0"
"1998-02-19 20:30:00.0","0","0","0","0","0","0","43","10","0","20","0"
"1998-02-19 20:40:00.0","0","0","0","0","0","0","31","10","0","5","0"
"1998-02-19 20:50:00.0","0","0","0","25","0","0","63","16","3","4","0"
"1998-02-19 21:00:00.0","0","0","0","22","0","0","90","24","11","20","0"
"1998-02-19 21:10:00.0","0","0","0","21","0","0","89","23","11","19","0"
"1998-02-19 21:20:00.0","0","0","0","20","0","0","85","23","10","1","0"
"1998-02-19 21:30:00.0","0","0","0","20","0","0","94","23","11","11","0"
"1998-02-19 21:40:00.0","0","0","0","20","0","42","142","22","11","21","0"
"1998-02-19 21:50:00.0","0","0","0","19","0","1","174","23","11","20","0"
"1998-02-19 22:00:00.0","0","0","0","19","0","0","174","23","11","19","0"
"1998-02-19 22:10:00.0","0","0","0","19","0","0","102","30","10","16","0"
"1998-02-19 22:20:00.0","0","0","0","19","0","0","78","30","11","0","0"
"1998-02-19 22:30:00.0","0","0","0","19","0","0","91","31","11","14","0"
"1998-02-19 22:40:00.0","0","0","0","13","0","0","88","30","11","18","0"
"1998-02-19 22:50:00.0","0","0","0","0","0","0","62","31","10","0","0"
"1998-02-19 23:00:00.0","0","0","0","0","0","0","67","30","11","6","0"
"1998-02-19 23:10:00.0","0","0","0","0","0","0","59","11","10","20","0"
"1998-02-19 23:20:00.0","0","0","0","0","0","0","34","1","11","3","0"
"1998-02-19 23:30:00.0","0","0","0","0","0","0","32","0","11","2","0"
"1998-02-19 23:40:00.0","0","0","0","10","0","0","58","0","11","20","0"
"1998-02-19 23:50:00.0","0","0","0","23","0","0","59","0","11","12","0"
"1998-02-20 00:00:00.0","0","0","0","20","0","0","45","0","11","0","0"
"1998-02-20 00:10:00.0","0","0","0","20","0","0","59","0","11","15","0"
"1998-02-20 00:20:00.0","0","0","0","8","0","0","51","0","11","20","0"
"1998-02-20 00:30:00.0","0","0","0","0","0","0","29","0","11","0","0"
"1998-02-20 00:40:00.0","0","0","0","0","0","0","35","0","11","8","0"
"1998-02-20 00:50:00.0","0","0","0","0","0","0","38","0","4","20","0"
"1998-02-20 01:00:00.0","0","0","0","0","0","0","25","0","0","8","0"
"1998-02-20 01:10:00.0","0","0","0","8","0","0","25","0","0","0","0"
"1998-02-20 01:20:00.0","0","0","0","23","0","0","56","0","0","20","0"
"1998-02-20 01:30:00.0","0","0","0","21","0","0","49","0","0","16","0"
"1998-02-20 01:40:00.0","0","0","0","20","0","0","35","0","0","0","0"
"1998-02-20 01:50:00.0","0","0","0","20","0","0","46","0","0","14","0"
"1998-02-20 02:00:00.0","0","0","0","5","0","0","38","0","0","19","0"
"1998-02-20 02:10:00.0","0","0","0","0","0","0","20","0","0","2","0"
"1998-02-20 02:20:00.0","0","0","0","0","0","0","24","0","0","7","0"
"1998-02-20 02:30:00.0","0","0","0","0","0","0","35","0","0","20","0"
"1998-02-20 02:40:00.0","0","0","0","0","0","0","24","0","0","7","0"
"1998-02-20 02:50:00.0","0","0","0","8","0","0","26","0","0","0","0"
"1998-02-20 03:00:00.0","0","0","0","23","0","0","55","0","0","20","0"
"1998-02-20 03:10:00.0","0","0","0","21","0","0","49","0","0","15","0"
"1998-02-20 03:20:00.0","0","0","0","21","0","0","34","0","0","0","0"
"1998-02-20 03:30:00.0","0","0","0","19","0","0","46","0","0","14","0"
"1998-02-20 03:40:00.0","0","0","0","19","0","0","51","0","0","19","0"
"1998-02-20 03:50:00.0","0","0","0","7","0","0","26","0","0","4","0"
"1998-02-20 04:00:00.0","0","0","0","0","0","0","22","0","0","5","0"
"1998-02-20 04:10:00.0","0","0","0","0","0","0","35","0","0","20","0"
"1998-02-20 04:20:00.0","0","0","0","0","0","0","26","0","0","10","0"
"1998-02-20 04:30:00.0","0","0","0","0","0","0","18","0","0","0","0"
"1998-02-20 04:40:00.0","0","0","0","0","0","0","34","0","0","19","0"
"1998-02-20 04:50:00.0","0","0","0","0","0","0","32","0","0","17","0"
"1998-02-20 05:00:00.0","0","0","0","24","0","0","39","0","0","0","0"
"1998-02-20 05:10:00.0","0","0","0","22","0","0","46","0","0","10","0"
"1998-02-20 05:20:00.0","0","0","0","20","0","0","52","0","0","20","0"
"1998-02-20 05:30:00.0","0","0","0","20","0","0","39","0","0","5","0"
"1998-02-20 05:40:00.0","0","0","0","19","0","0","37","0","0","4","0"
"1998-02-20 05:50:00.0","0","0","0","19","0","0","51","0","0","20","0"
"1998-02-20 06:00:00.0","0","0","0","19","0","0","43","0","0","12","0"
"1998-02-20 06:10:00.0","0","0","0","14","0","0","30","0","0","0","0"
"1998-02-20 06:20:00.0","0","0","0","0","0","0","32","0","0","16","0"
"1998-02-20 06:30:00.0","0","0","0","0","0","0","34","0","0","19","0"
"1998-02-20 06:40:00.0","0","0","0","0","0","0","17","0","0","1","0"
"1998-02-20 06:50:00.0","0","0","0","0","0","0","27","0","0","9","0"
"1998-02-20 07:00:00.0","0","0","0","0","0","0","34","0","0","20","0"
"1998-02-20 07:10:00.0","0","0","0","0","0","0","23","0","0","6","0"
"1998-02-20 07:20:00.0","0","0","0","0","0","0","20","0","0","2","0"
"1998-02-20 07:30:00.0","0","0","0","0","0","0","35","0","0","21","0"
"1998-02-20 07:40:00.0","0","0","0","21","0","19","67","2","0","11","0"
"1998-02-20 07:50:00.0","0","0","0","23","0","1","46","0","9","0","0"
"1998-02-20 08:00:00.0","0","0","0","21","0","0","61","0","11","16","0"
"1998-02-20 08:10:00.0","0","0","0","20","0","0","62","1","12","19","0"
"1998-02-20 08:20:00.0","0","0","0","19","0","0","56","9","12","0","0"
"1998-02-20 08:30:00.0","0","0","0","19","0","0","66","5","12","9","0"
"1998-02-20 08:40:00.0","0","0","0","19","0","0","51","0","2","20","0"
"1998-02-20 08:50:00.0","0","0","0","18","0","0","37","0","0","6","0"
"1998-02-20 09:00:00.0","0","0","0","19","0","0","34","0","0","3","0"
"1998-02-20 09:10:00.0","0","0","0","14","0","0","46","0","0","20","0"
"1998-02-20 09:20:00.0","0","0","0","0","0","0","27","0","0","13","0"
"1998-02-20 09:30:00.0","0","0","0","0","0","0","16","0","0","0","0"
"1998-02-20 09:40:00.0","0","0","0","0","0","0","30","0","0","16","0"
"1998-02-20 09:50:00.0","0","0","0","0","0","0","33","0","0","19","0"
"1998-02-20 10:00:00.0","0","0","0","0","0","0","17","0","0","1","0"
"1998-02-20 10:10:00.0","0","0","0","0","0","0","25","0","0","9","0"
"1998-02-20 10:20:00.0","0","0","0","0","0","0","33","0","0","20","0"
"1998-02-20 10:30:00.0","0","0","0","0","0","0","22","0","0","7","0"
"1998-02-20 10:40:00.0","0","0","0","0","0","0","19","0","0","3","0"
"1998-02-20 10:50:00.0","0","0","0","25","0","0","56","0","0","20","0"
"1998-02-20 11:00:00.0","0","0","0","22","0","0","47","0","0","13","0"
"1998-02-20 11:10:00.0","0","0","0","21","0","0","34","0","0","0","0"
"1998-02-20 11:20:00.0","0","0","0","20","0","0","49","0","0","18","0"
"1998-02-20 11:30:00.0","0","0","0","20","0","0","49","0","0","19","0"
"1998-02-20 11:40:00.0","0","0","0","19","0","0","33","0","0","1","0"
"1998-02-20 11:50:00.0","0","0","0","19","0","0","42","0","0","10","0"
