"Time","Dish washer (12 place setting, 2,3kW)","Electric Cooker (hot plate+oven) ()","Fridge (Kitchen, 310l)","Microwave oven ()","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Site consumption ()","Total site light consumption ()","TV (67cm)","TV (51cm)","Washing machine (5kg, 2,15kW)"
"1998-03-22 14:00:00.0","0","0","19","0","0","0","26","0","0","0","0"
"1998-03-22 14:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-22 14:20:00.0","0","0","4","0","0","0","12","0","0","0","0"
"1998-03-22 14:30:00.0","0","0","15","0","0","0","23","0","0","0","0"
"1998-03-22 14:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-22 14:50:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-03-22 15:00:00.0","0","0","8","0","0","0","17","0","0","0","0"
"1998-03-22 15:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-22 15:20:00.0","0","0","17","0","0","0","25","0","0","0","0"
"1998-03-22 15:30:00.0","0","0","2","0","0","0","10","0","0","0","0"
"1998-03-22 15:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-22 15:50:00.0","0","0","19","0","0","0","26","0","0","0","0"
"1998-03-22 16:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-22 16:10:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-03-22 16:20:00.0","0","0","13","0","0","0","21","0","0","0","0"
"1998-03-22 16:30:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-22 16:40:00.0","0","0","12","0","0","0","20","0","0","0","0"
"1998-03-22 16:50:00.0","0","0","7","0","0","0","15","0","0","0","0"
"1998-03-22 17:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-22 17:10:00.0","0","0","18","0","0","0","26","0","0","0","0"
"1998-03-22 17:20:00.0","0","0","1","0","0","0","9","0","0","0","0"
"1998-03-22 17:30:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-22 17:40:00.0","0","0","20","0","0","0","27","0","0","0","0"
"1998-03-22 17:50:00.0","0","0","0","0","0","0","19","9","0","0","0"
"1998-03-22 18:00:00.0","0","0","8","0","0","0","26","10","0","0","0"
"1998-03-22 18:10:00.0","0","0","11","0","0","0","26","7","0","0","0"
"1998-03-22 18:20:00.0","0","0","0","0","0","0","28","19","0","0","0"
"1998-03-22 18:30:00.0","0","0","16","0","0","0","58","33","0","0","0"
"1998-03-22 18:40:00.0","0","0","3","0","0","0","69","45","12","0","0"
"1998-03-22 18:50:00.0","0","0","7","0","0","0","154","38","12","0","3"
"1998-03-22 19:00:00.0","0","0","14","0","0","0","65","31","11","0","0"
"1998-03-22 19:10:00.0","0","0","0","0","0","0","51","31","12","0","0"
"1998-03-22 19:20:00.0","0","0","19","0","0","0","79","38","12","0","0"
"1998-03-22 19:30:00.0","0","0","1","0","0","0","81","60","11","0","0"
"1998-03-22 19:40:00.0","0","0","6","0","0","0","73","46","12","0","0"
"1998-03-22 19:50:00.0","0","0","15","0","2","0","73","35","12","0","0"
"1998-03-22 20:00:00.0","0","0","0","0","3","0","39","14","13","0","0"
"1998-03-22 20:10:00.0","0","0","20","0","0","0","40","0","12","0","0"
"1998-03-22 20:20:00.0","0","0","0","0","0","0","21","0","12","0","0"
"1998-03-22 20:30:00.0","0","0","7","0","0","0","29","0","13","0","0"
"1998-03-22 20:40:00.0","0","0","12","0","0","0","33","1","13","0","0"
"1998-03-22 20:50:00.0","0","0","0","0","0","0","22","0","13","0","0"
"1998-03-22 21:00:00.0","0","0","19","0","0","0","40","0","13","0","0"
"1998-03-22 21:10:00.0","0","0","0","0","0","0","22","0","13","0","0"
"1998-03-22 21:20:00.0","0","0","7","0","0","0","29","0","12","0","0"
"1998-03-22 21:30:00.0","0","0","13","0","0","0","33","0","13","0","0"
"1998-03-22 21:40:00.0","0","0","0","0","0","0","21","0","12","0","0"
"1998-03-22 21:50:00.0","0","0","17","0","0","0","38","0","13","0","0"
"1998-03-22 22:00:00.0","0","0","2","0","0","0","24","0","13","0","0"
"1998-03-22 22:10:00.0","0","0","2","0","0","0","23","0","12","0","0"
"1998-03-22 22:20:00.0","0","0","17","0","0","0","38","0","13","0","0"
"1998-03-22 22:30:00.0","0","0","0","0","0","0","14","0","5","0","0"
"1998-03-22 22:40:00.0","0","0","14","0","0","0","23","0","0","0","0"
"1998-03-22 22:50:00.0","0","0","5","0","0","0","13","0","0","0","0"
"1998-03-22 23:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-22 23:10:00.0","0","0","19","0","0","0","27","0","0","0","0"
"1998-03-22 23:20:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-22 23:30:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-03-22 23:40:00.0","0","0","9","0","0","0","17","0","0","0","0"
"1998-03-22 23:50:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 00:00:00.0","0","0","19","0","0","0","26","0","0","0","0"
"1998-03-23 00:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 00:20:00.0","0","0","5","0","0","0","14","0","0","0","0"
"1998-03-23 00:30:00.0","0","0","14","0","0","0","22","0","0","0","0"
"1998-03-23 00:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 00:50:00.0","0","0","14","0","0","0","22","0","0","0","0"
"1998-03-23 01:00:00.0","0","0","5","0","0","0","13","0","0","0","0"
"1998-03-23 01:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-03-23 01:20:00.0","0","0","19","0","0","0","26","0","0","0","0"
"1998-03-23 01:30:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 01:40:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-03-23 01:50:00.0","0","0","13","0","0","0","20","0","0","0","0"
"1998-03-23 02:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 02:10:00.0","0","0","15","0","0","0","23","0","0","0","0"
"1998-03-23 02:20:00.0","0","0","3","0","0","0","13","0","0","0","0"
"1998-03-23 02:30:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 02:40:00.0","0","0","18","0","0","0","26","0","0","0","0"
"1998-03-23 02:50:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 03:00:00.0","0","0","5","0","0","0","14","0","0","0","0"
"1998-03-23 03:10:00.0","0","0","13","0","0","0","21","0","0","0","0"
"1998-03-23 03:20:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 03:30:00.0","0","0","14","0","0","0","22","0","0","0","0"
"1998-03-23 03:40:00.0","0","0","4","0","0","0","13","0","0","0","0"
"1998-03-23 03:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-03-23 04:00:00.0","0","0","18","0","0","0","25","0","0","0","0"
"1998-03-23 04:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-03-23 04:20:00.0","0","0","2","0","0","0","10","0","0","0","0"
"1998-03-23 04:30:00.0","0","0","16","0","0","0","24","0","0","0","0"
"1998-03-23 04:40:00.0","0","0","1","0","0","0","10","0","0","0","0"
"1998-03-23 04:50:00.0","0","0","9","0","0","0","17","0","0","0","0"
"1998-03-23 05:00:00.0","0","0","9","0","0","0","17","0","0","0","0"
"1998-03-23 05:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 05:20:00.0","0","0","16","0","0","0","24","0","0","0","0"
"1998-03-23 05:30:00.0","0","0","2","0","0","0","11","0","0","0","0"
"1998-03-23 05:40:00.0","0","0","0","0","0","0","8","0","0","0","0"
"1998-03-23 05:50:00.0","0","0","17","0","0","0","26","0","0","0","0"
"1998-03-23 06:00:00.0","0","0","1","0","0","0","9","0","0","0","0"
"1998-03-23 06:10:00.0","0","0","3","0","0","0","12","0","0","0","0"
"1998-03-23 06:20:00.0","0","0","15","0","0","0","22","0","0","0","0"
"1998-03-23 06:30:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 06:40:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-03-23 06:50:00.0","0","0","9","0","0","0","19","2","0","0","0"
"1998-03-23 07:00:00.0","0","0","0","0","0","0","23","13","0","0","0"
"1998-03-23 07:10:00.0","0","0","18","0","0","0","56","19","10","0","0"
"1998-03-23 07:20:00.0","0","0","1","0","0","0","29","7","12","0","0"
"1998-03-23 07:30:00.0","0","0","0","0","0","0","35","13","12","0","0"
"1998-03-23 07:40:00.0","0","0","17","0","0","0","45","8","12","0","0"
"1998-03-23 07:50:00.0","0","0","1","0","0","0","31","8","11","0","0"
"1998-03-23 08:00:00.0","0","0","11","0","0","0","33","1","11","0","0"
"1998-03-23 08:10:00.0","0","0","7","0","0","0","19","0","3","0","0"
"1998-03-23 08:20:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 08:30:00.0","0","0","17","0","0","0","25","0","0","0","0"
"1998-03-23 08:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 08:50:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 09:00:00.0","0","0","16","0","0","0","67","0","0","0","43"
"1998-03-23 09:10:00.0","0","0","1","0","0","0","366","0","0","0","351"
"1998-03-23 09:20:00.0","0","0","4","0","0","0","163","0","0","0","146"
"1998-03-23 09:30:00.0","0","0","13","0","0","0","39","0","0","0","19"
"1998-03-23 09:40:00.0","0","0","0","0","0","0","43","0","0","0","35"
"1998-03-23 09:50:00.0","0","0","10","0","0","0","53","0","0","0","36"
"1998-03-23 10:00:00.0","0","0","10","0","0","0","36","0","0","0","17"
"1998-03-23 10:10:00.0","0","0","0","0","0","0","89","1","0","0","80"
"1998-03-23 10:20:00.0","0","0","18","0","0","0","109","6","0","0","80"
"1998-03-23 10:30:00.0","0","0","0","0","0","0","17","0","0","0","6"
"1998-03-23 10:40:00.0","0","1","7","0","0","0","32","0","0","0","17"
"1998-03-23 10:50:00.0","0","0","11","0","0","0","36","0","0","0","18"
"1998-03-23 11:00:00.0","0","0","0","0","0","0","50","3","0","0","39"
"1998-03-23 11:10:00.0","0","0","17","0","0","0","55","0","0","0","29"
"1998-03-23 11:20:00.0","0","0","2","0","0","0","75","0","0","0","67"
"1998-03-23 11:30:00.0","0","0","3","0","0","0","36","0","0","0","23"
"1998-03-23 11:40:00.0","0","0","16","0","0","0","24","0","0","0","0"
"1998-03-23 11:50:00.0","0","0","0","0","0","0","62","0","0","0","53"
"1998-03-23 12:00:00.0","0","0","12","0","0","0","254","2","0","0","230"
"1998-03-23 12:10:00.0","0","0","7","0","0","0","371","0","9","0","336"
"1998-03-23 12:20:00.0","0","0","0","0","0","0","44","0","11","0","22"
"1998-03-23 12:30:00.0","0","0","20","0","0","0","55","0","12","0","14"
"1998-03-23 12:40:00.0","0","0","1","0","0","0","63","0","13","0","41"
"1998-03-23 12:50:00.0","0","0","10","0","0","0","68","0","13","0","35"
"1998-03-23 13:00:00.0","27","0","12","0","0","0","110","1","12","0","49"
"1998-03-23 13:10:00.0","262","0","0","0","0","0","330","0","13","0","42"
"1998-03-23 13:20:00.0","392","0","19","0","0","0","446","2","12","0","0"
"1998-03-23 13:30:00.0","387","0","0","0","0","0","486","3","0","0","76"
"1998-03-23 13:40:00.0","291","0","5","0","0","0","372","0","5","0","3"
"1998-03-23 13:50:00.0","34","0","15","0","0","0","129","0","11","0","0"
"1998-03-23 14:00:00.0","309","0","0","0","0","0","334","0","11","0","0"
"1998-03-23 14:10:00.0","388","0","13","0","0","0","432","0","12","0","0"
"1998-03-23 14:20:00.0","387","0","6","0","0","0","421","0","11","0","0"
"1998-03-23 14:30:00.0","21","0","0","0","0","0","45","0","11","0","0"
"1998-03-23 14:40:00.0","0","0","18","0","0","0","39","0","12","0","0"
"1998-03-23 14:50:00.0","0","0","1","0","0","0","22","0","12","0","0"
"1998-03-23 15:00:00.0","0","0","2","0","0","0","26","0","13","0","0"
"1998-03-23 15:10:00.0","0","0","17","0","0","0","39","0","12","0","0"
"1998-03-23 15:20:00.0","0","0","0","0","0","0","24","0","13","0","0"
"1998-03-23 15:30:00.0","0","0","8","0","0","0","30","0","12","0","0"
"1998-03-23 15:40:00.0","0","0","11","0","0","0","34","0","12","0","0"
"1998-03-23 15:50:00.0","0","0","0","0","0","0","22","0","12","0","0"
"1998-03-23 16:00:00.0","0","0","14","0","0","0","30","5","0","0","0"
"1998-03-23 16:10:00.0","0","0","5","0","0","0","14","0","0","0","0"
"1998-03-23 16:20:00.0","0","0","5","0","0","0","16","0","0","0","0"
"1998-03-23 16:30:00.0","0","0","15","0","0","0","24","0","0","0","0"
"1998-03-23 16:40:00.0","0","0","0","0","0","0","11","0","0","0","0"
"1998-03-23 16:50:00.0","0","0","13","0","0","0","23","0","0","0","0"
"1998-03-23 17:00:00.0","0","0","7","0","0","0","17","1","0","0","0"
"1998-03-23 17:10:00.0","0","0","0","0","0","0","11","2","0","0","0"
"1998-03-23 17:20:00.0","0","0","20","0","0","0","39","10","0","0","0"
"1998-03-23 17:30:00.0","0","0","1","0","0","0","16","4","0","0","0"
"1998-03-23 17:40:00.0","0","0","15","0","0","0","26","2","0","0","0"
"1998-03-23 17:50:00.0","0","0","7","0","0","2","26","0","0","4","0"
"1998-03-23 18:00:00.0","0","0","0","0","0","7","26","0","0","8","0"
"1998-03-23 18:10:00.0","0","0","21","0","0","7","64","19","0","9","0"
"1998-03-23 18:20:00.0","0","0","0","0","0","7","58","32","0","9","0"
"1998-03-23 18:30:00.0","0","0","4","0","0","7","69","33","12","2","0"
"1998-03-23 18:40:00.0","0","0","21","0","0","6","96","49","12","0","0"
"1998-03-23 18:50:00.0","0","0","0","0","0","0","55","32","12","0","0"
"1998-03-23 19:00:00.0","0","0","18","0","0","0","69","32","11","0","0"
"1998-03-23 19:10:00.0","0","0","8","0","0","0","60","32","11","0","0"
"1998-03-23 19:20:00.0","0","0","0","0","0","0","104","42","11","0","0"
"1998-03-23 19:30:00.0","0","0","22","0","0","0","86","45","12","0","0"
"1998-03-23 19:40:00.0","0","0","1","0","0","0","56","34","11","0","0"
"1998-03-23 19:50:00.0","0","0","6","0","0","0","60","32","12","0","0"
"1998-03-23 20:00:00.0","0","0","15","0","0","0","102","65","13","0","0"
"1998-03-23 20:10:00.0","0","0","0","0","0","0","78","53","12","1","0"
"1998-03-23 20:20:00.0","0","0","14","0","0","0","96","51","12","9","0"
"1998-03-23 20:30:00.0","0","0","7","0","0","0","85","48","13","8","0"
"1998-03-23 20:40:00.0","0","0","0","0","0","0","76","50","12","3","0"
"1998-03-23 20:50:00.0","0","0","20","0","0","6","70","22","12","0","0"
"1998-03-23 21:00:00.0","0","0","1","0","0","7","30","0","11","0","0"
"1998-03-23 21:10:00.0","0","0","0","0","0","7","30","0","12","0","0"
"1998-03-23 21:20:00.0","0","0","20","0","0","7","48","0","11","0","0"
"1998-03-23 21:30:00.0","0","0","0","0","0","7","29","0","11","0","0"
"1998-03-23 21:40:00.0","0","0","10","0","0","7","45","5","11","0","0"
"1998-03-23 21:50:00.0","0","0","13","0","0","6","39","0","12","0","0"
"1998-03-23 22:00:00.0","0","0","0","0","2","4","28","1","11","0","0"
"1998-03-23 22:10:00.0","0","0","19","0","7","0","45","0","11","0","0"
"1998-03-23 22:20:00.0","0","0","1","0","7","0","29","0","12","0","0"
"1998-03-23 22:30:00.0","0","0","2","0","7","0","33","0","12","0","0"
"1998-03-23 22:40:00.0","0","0","17","0","0","0","40","0","13","0","0"
"1998-03-23 22:50:00.0","0","0","0","0","0","0","23","0","13","0","0"
"1998-03-23 23:00:00.0","0","0","10","0","0","0","31","0","9","0","0"
"1998-03-23 23:10:00.0","0","0","9","0","0","0","17","0","0","0","0"
"1998-03-23 23:20:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-23 23:30:00.0","0","0","17","0","0","0","25","0","0","0","0"
"1998-03-23 23:40:00.0","0","0","2","0","0","0","11","0","0","0","0"
"1998-03-23 23:50:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 00:00:00.0","0","0","19","0","0","0","27","0","0","0","0"
"1998-03-24 00:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 00:20:00.0","0","0","5","0","0","0","14","0","0","0","0"
"1998-03-24 00:30:00.0","0","0","13","0","0","0","21","0","0","0","0"
"1998-03-24 00:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 00:50:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-03-24 01:00:00.0","0","0","8","0","0","0","16","0","0","0","0"
"1998-03-24 01:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 01:20:00.0","0","0","14","0","0","0","23","0","0","0","0"
"1998-03-24 01:30:00.0","0","0","3","0","0","0","12","0","0","0","0"
"1998-03-24 01:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 01:50:00.0","0","0","17","0","0","0","26","0","0","0","0"
"1998-03-24 02:00:00.0","0","0","1","0","0","0","9","0","0","0","0"
"1998-03-24 02:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 02:20:00.0","0","0","17","0","0","0","25","0","0","0","0"
"1998-03-24 02:30:00.0","0","0","1","0","0","0","9","0","0","0","0"
"1998-03-24 02:40:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-03-24 02:50:00.0","0","0","17","0","0","0","25","0","0","0","0"
"1998-03-24 03:00:00.0","0","0","1","0","0","0","9","0","0","0","0"
"1998-03-24 03:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 03:20:00.0","0","0","17","0","0","0","25","0","0","0","0"
"1998-03-24 03:30:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 03:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 03:50:00.0","0","0","17","0","0","0","25","0","0","0","0"
"1998-03-24 04:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 04:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 04:20:00.0","0","0","16","0","0","0","25","0","0","0","0"
"1998-03-24 04:30:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 04:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 04:50:00.0","0","0","17","0","0","0","25","0","0","0","0"
"1998-03-24 05:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 05:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 05:20:00.0","0","0","16","0","0","0","24","0","0","0","0"
"1998-03-24 05:30:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 05:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-24 05:50:00.0","0","0","16","0","0","0","27","0","0","0","2"
"1998-03-24 06:00:00.0","0","0","1","0","0","0","19","0","0","0","9"
"1998-03-24 06:10:00.0","0","0","0","0","0","0","28","10","0","0","9"
"1998-03-24 06:20:00.0","0","0","19","0","0","0","33","0","0","0","7"
"1998-03-24 06:30:00.0","0","0","0","0","0","0","15","3","0","0","1"
"1998-03-24 06:40:00.0","0","0","0","0","0","0","41","11","10","0","10"
"1998-03-24 06:50:00.0","0","0","19","0","0","0","49","5","10","0","4"
"1998-03-24 07:00:00.0","0","0","0","0","0","0","28","6","11","0","0"
"1998-03-24 07:10:00.0","0","0","0","0","0","0","31","10","11","0","0"
"1998-03-24 07:20:00.0","0","0","19","0","0","0","69","30","11","0","0"
"1998-03-24 07:30:00.0","0","0","0","0","0","0","65","42","11","0","0"
"1998-03-24 07:40:00.0","0","0","1","0","0","0","73","50","12","0","0"
"1998-03-24 07:50:00.0","2","0","19","0","0","0","87","44","12","0","0"
"1998-03-24 08:00:00.0","35","0","0","0","0","0","71","14","12","0","0"
"1998-03-24 08:10:00.0","391","0","3","0","0","0","430","13","5","0","0"
"1998-03-24 08:20:00.0","388","0","15","0","0","1","433","9","0","0","0"
"1998-03-24 08:30:00.0","385","0","0","0","0","0","411","7","0","0","0"
"1998-03-24 08:40:00.0","173","0","2","0","0","0","197","7","0","0","0"
"1998-03-24 08:50:00.0","68","0","23","0","0","0","105","7","0","0","0"
"1998-03-24 09:00:00.0","386","0","1","0","0","0","412","7","0","0","0"
"1998-03-24 09:10:00.0","383","0","13","0","0","0","473","7","3","0","0"
"1998-03-24 09:20:00.0","288","0","6","0","0","0","392","7","1","0","0"
"1998-03-24 09:30:00.0","7","0","0","0","0","0","19","3","0","0","0"
"1998-03-24 09:40:00.0","0","0","20","0","0","0","28","0","0","0","0"
"1998-03-24 09:50:00.0","0","0","0","0","0","0","12","3","0","0","0"
"1998-03-24 10:00:00.0","0","0","8","31","0","0","49","0","0","0","0"
"1998-03-24 10:10:00.0","0","0","14","113","0","0","209","0","0","0","0"
"1998-03-24 10:20:00.0","0","0","0","11","0","0","173","1","0","0","0"
"1998-03-24 10:30:00.0","0","0","19","0","0","0","182","15","0","0","0"
"1998-03-24 10:40:00.0","0","0","1","0","0","0","71","13","0","0","0"
"1998-03-24 10:50:00.0","0","0","5","0","0","0","15","1","0","0","0"
"1998-03-24 11:00:00.0","0","218","15","39","0","0","298","14","0","0","0"
"1998-03-24 11:10:00.0","0","328","0","0","0","0","356","16","0","0","0"
"1998-03-24 11:20:00.0","0","224","16","0","0","0","256","5","0","0","0"
"1998-03-24 11:30:00.0","0","0","4","0","0","0","12","0","0","0","0"
"1998-03-24 11:40:00.0","0","0","0","0","0","0","15","5","0","0","0"
"1998-03-24 11:50:00.0","0","0","21","0","0","0","33","5","0","0","0"
"1998-03-24 12:00:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-03-24 12:10:00.0","0","0","13","0","0","0","35","0","10","0","0"
"1998-03-24 12:20:00.0","0","0","9","0","0","0","30","0","12","0","0"
"1998-03-24 12:30:00.0","0","0","0","0","0","0","25","3","11","0","0"
"1998-03-24 12:40:00.0","0","0","24","0","0","0","44","0","12","0","0"
"1998-03-24 12:50:00.0","0","0","0","0","0","0","23","0","11","0","0"
"1998-03-24 13:00:00.0","0","0","11","0","0","0","36","2","12","0","0"
"1998-03-24 13:10:00.0","0","0","12","0","0","0","48","15","11","0","0"
"1998-03-24 13:20:00.0","0","0","0","0","0","0","93","0","12","0","0"
"1998-03-24 13:30:00.0","0","0","23","0","0","0","90","0","12","0","0"
"1998-03-24 13:40:00.0","0","0","0","0","0","0","23","1","12","0","0"
"1998-03-24 13:50:00.0","0","0","10","0","0","0","30","0","11","0","0"
"1998-03-24 14:00:00.0","0","0","12","0","0","0","31","0","11","0","0"
"1998-03-24 14:10:00.0","0","0","0","0","0","0","22","0","12","0","0"
"1998-03-24 14:20:00.0","0","0","19","0","0","0","37","0","10","0","0"
"1998-03-24 14:30:00.0","0","0","2","0","0","0","21","0","10","0","0"
"1998-03-24 14:40:00.0","0","0","1","0","0","0","12","0","0","0","0"
"1998-03-24 14:50:00.0","0","0","20","0","0","0","29","0","0","0","0"
"1998-03-24 15:00:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-03-24 15:10:00.0","0","0","10","0","0","0","21","0","0","0","0"
"1998-03-24 15:20:00.0","0","0","11","0","0","0","20","0","0","0","0"
"1998-03-24 15:30:00.0","0","0","0","0","0","0","19","8","0","0","0"
"1998-03-24 15:40:00.0","0","0","18","0","0","0","39","11","0","0","0"
"1998-03-24 15:50:00.0","0","0","2","0","0","0","20","10","0","0","0"
"1998-03-24 16:00:00.0","0","0","1","0","0","0","25","0","11","0","0"
"1998-03-24 16:10:00.0","0","0","19","0","0","0","43","4","11","0","0"
"1998-03-24 16:20:00.0","0","0","0","0","0","0","38","16","12","0","0"
"1998-03-24 16:30:00.0","0","0","11","0","0","0","24","2","2","0","0"
"1998-03-24 16:40:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-03-24 16:50:00.0","0","0","0","0","0","0","17","7","0","0","0"
"1998-03-24 17:00:00.0","0","0","20","0","0","0","48","7","11","0","0"
"1998-03-24 17:10:00.0","0","0","1","0","0","0","267","1","12","0","241"
"1998-03-24 17:20:00.0","0","0","15","0","0","0","363","2","3","0","325"
"1998-03-24 17:30:00.0","0","0","7","0","0","0","43","8","0","0","21"
"1998-03-24 17:40:00.0","0","0","11","0","0","0","63","25","3","0","16"
"1998-03-24 17:50:00.0","0","0","13","0","0","0","106","32","11","0","42"
"1998-03-24 18:00:00.0","0","0","0","0","0","0","88","33","11","0","34"
"1998-03-24 18:10:00.0","0","0","20","0","0","0","130","34","13","0","57"
"1998-03-24 18:20:00.0","0","237","2","0","0","0","385","39","12","0","86"
"1998-03-24 18:30:00.0","0","333","11","0","0","0","399","31","12","0","0"
"1998-03-24 18:40:00.0","0","95","12","0","0","0","161","33","13","0","0"
"1998-03-24 18:50:00.0","0","0","0","0","0","0","54","31","12","0","0"
"1998-03-24 19:00:00.0","0","0","22","0","0","0","76","33","12","0","0"
"1998-03-24 19:10:00.0","0","0","1","0","0","0","69","49","11","0","0"
"1998-03-24 19:20:00.0","0","0","21","0","0","0","90","49","11","0","0"
"1998-03-24 19:30:00.0","0","0","5","0","0","0","425","35","12","0","358"
"1998-03-24 19:40:00.0","0","0","10","0","0","0","282","49","12","0","198"
"1998-03-24 19:50:00.0","31","0","16","0","0","0","169","79","12","0","19"
"1998-03-24 20:00:00.0","327","0","0","0","0","1","452","67","13","1","29"
"1998-03-24 20:10:00.0","401","0","19","0","0","0","553","55","13","8","37"
"1998-03-24 20:20:00.0","400","0","3","0","0","0","516","45","12","8","28"
"1998-03-24 20:30:00.0","249","0","7","0","0","0","410","32","13","8","86"
"1998-03-24 20:40:00.0","31","0","15","0","3","0","164","47","12","9","38"
"1998-03-24 20:50:00.0","378","0","0","0","6","0","466","40","12","9","0"
"1998-03-24 21:00:00.0","411","0","21","0","0","0","494","21","12","8","0"
"1998-03-24 21:10:00.0","286","0","1","0","0","0","329","0","12","9","0"
"1998-03-24 21:20:00.0","6","0","8","0","0","0","47","1","12","8","0"
"1998-03-24 21:30:00.0","0","0","13","0","0","0","44","0","11","9","0"
"1998-03-24 21:40:00.0","0","0","0","0","0","0","28","1","12","2","1"
"1998-03-24 21:50:00.0","0","0","20","0","0","0","42","0","12","0","0"
"1998-03-24 22:00:00.0","0","0","1","0","0","0","25","0","12","0","0"
"1998-03-24 22:10:00.0","0","0","7","0","0","0","30","0","12","0","0"
"1998-03-24 22:20:00.0","0","0","13","0","0","0","35","0","12","0","0"
"1998-03-24 22:30:00.0","0","0","0","0","0","0","23","0","11","0","0"
"1998-03-24 22:40:00.0","0","0","18","0","0","0","35","0","8","0","0"
"1998-03-24 22:50:00.0","0","0","1","0","0","0","10","0","0","0","0"
"1998-03-24 23:00:00.0","0","0","2","0","0","0","13","0","0","0","0"
"1998-03-24 23:10:00.0","0","0","16","0","0","0","23","0","0","0","0"
"1998-03-24 23:20:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-03-24 23:30:00.0","0","0","12","0","0","0","21","0","0","0","0"
"1998-03-24 23:40:00.0","0","0","7","0","0","0","14","0","0","0","0"
"1998-03-24 23:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-03-25 00:00:00.0","0","0","18","0","0","0","26","0","0","0","0"
"1998-03-25 00:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-25 00:20:00.0","0","0","4","0","0","0","13","0","0","0","0"
"1998-03-25 00:30:00.0","0","0","14","0","0","0","23","0","0","0","0"
"1998-03-25 00:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-03-25 00:50:00.0","0","0","12","0","0","0","20","0","0","0","0"
"1998-03-25 01:00:00.0","0","0","6","0","0","0","15","0","0","0","0"
