"Time","Chest freezer (273l)","Dish washer (12 place setting)","Halogen lamp 1 ()","Halogen lamp 2 ()","Halogen lamp 3 ()","Halogen lamp 4 ()","Power supply for fuel boiler ()","Site consumption ()","Washing machine (3,25kW)"
"1998-05-23 00:10:00.0","20","0","0","0","0","0","0","50","0"
"1998-05-23 00:20:00.0","2","0","0","0","0","0","0","32","0"
"1998-05-23 00:30:00.0","0","0","0","0","0","0","0","25","0"
"1998-05-23 00:40:00.0","14","0","0","0","0","0","0","36","0"
"1998-05-23 00:50:00.0","7","0","0","0","0","0","0","42","0"
"1998-05-23 01:00:00.0","0","0","0","0","0","0","0","39","0"
"1998-05-23 01:10:00.0","9","0","0","0","0","0","0","42","0"
"1998-05-23 01:20:00.0","12","0","0","0","0","0","0","33","0"
"1998-05-23 01:30:00.0","0","0","0","0","0","0","0","19","0"
"1998-05-23 01:40:00.0","3","0","0","0","0","0","0","18","0"
"1998-05-23 01:50:00.0","18","0","0","0","0","0","0","31","0"
"1998-05-23 02:00:00.0","0","0","0","0","0","0","0","22","0"
"1998-05-23 02:10:00.0","0","0","0","0","0","0","0","33","0"
"1998-05-23 02:20:00.0","18","0","0","0","0","0","0","46","0"
"1998-05-23 02:30:00.0","3","0","0","0","0","0","0","20","0"
"1998-05-23 02:40:00.0","0","0","0","0","0","0","0","15","0"
"1998-05-23 02:50:00.0","12","0","0","0","0","0","0","26","0"
"1998-05-23 03:00:00.0","8","0","0","0","0","0","0","21","0"
"1998-05-23 03:10:00.0","0","0","0","0","0","0","0","15","0"
"1998-05-23 03:20:00.0","7","0","0","0","0","0","0","38","0"
"1998-05-23 03:30:00.0","14","0","0","0","0","0","0","44","0"
"1998-05-23 03:40:00.0","0","0","0","0","0","0","0","24","0"
"1998-05-23 03:50:00.0","1","0","0","0","0","0","0","16","0"
"1998-05-23 04:00:00.0","19","0","0","0","0","0","10","41","0"
"1998-05-23 04:10:00.0","0","0","0","0","0","0","5","20","0"
"1998-05-23 04:20:00.0","0","0","0","0","0","0","0","15","0"
"1998-05-23 04:30:00.0","16","0","0","0","0","0","0","35","0"
"1998-05-23 04:40:00.0","5","0","0","0","0","0","0","37","0"
"1998-05-23 04:50:00.0","0","0","0","0","0","0","0","31","0"
"1998-05-23 05:00:00.0","11","0","0","0","0","0","0","28","0"
"1998-05-23 05:10:00.0","9","0","0","0","0","0","0","23","0"
"1998-05-23 05:20:00.0","0","0","0","0","0","0","0","17","0"
"1998-05-23 05:30:00.0","5","0","0","0","0","0","0","39","0"
"1998-05-23 05:40:00.0","16","0","0","0","0","0","0","99","0"
"1998-05-23 05:50:00.0","0","0","0","0","0","0","0","47","0"
"1998-05-23 06:00:00.0","0","0","0","0","0","0","0","33","0"
"1998-05-23 06:10:00.0","19","0","0","0","0","0","0","38","0"
"1998-05-23 06:20:00.0","1","0","0","0","0","0","0","15","0"
"1998-05-23 06:30:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-23 06:40:00.0","14","0","0","0","0","0","0","28","0"
"1998-05-23 06:50:00.0","6","0","0","0","0","0","0","24","0"
"1998-05-23 07:00:00.0","0","0","0","0","0","0","0","44","0"
"1998-05-23 07:10:00.0","8","0","0","0","0","0","0","83","0"
"1998-05-23 07:20:00.0","13","0","0","0","0","0","0","48","0"
"1998-05-23 07:30:00.0","0","0","0","0","0","0","0","22","0"
"1998-05-23 07:40:00.0","1","0","0","0","0","0","0","23","0"
"1998-05-23 07:50:00.0","18","0","0","0","0","0","16","138","0"
"1998-05-23 08:00:00.0","0","0","0","0","0","0","0","15","0"
"1998-05-23 08:10:00.0","0","0","0","0","0","0","0","106","0"
"1998-05-23 08:20:00.0","17","0","0","0","0","0","0","71","0"
"1998-05-23 08:30:00.0","2","0","0","0","0","0","0","32","0"
"1998-05-23 08:40:00.0","0","0","0","0","0","0","0","15","0"
"1998-05-23 08:50:00.0","12","0","0","0","0","0","0","25","0"
"1998-05-23 09:00:00.0","7","0","0","0","0","0","0","21","0"
"1998-05-23 09:10:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-23 09:20:00.0","6","0","0","0","0","0","0","29","0"
"1998-05-23 09:30:00.0","14","0","0","0","0","0","0","45","0"
"1998-05-23 09:40:00.0","0","0","0","0","0","0","0","30","0"
"1998-05-23 09:50:00.0","0","0","0","0","0","0","0","16","0"
"1998-05-23 10:00:00.0","19","0","0","0","0","0","0","32","0"
"1998-05-23 10:10:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-23 10:20:00.0","0","0","0","0","0","0","0","15","0"
"1998-05-23 10:30:00.0","14","0","0","0","0","0","0","27","0"
"1998-05-23 10:40:00.0","5","0","0","0","0","0","0","39","0"
"1998-05-23 10:50:00.0","0","0","0","0","0","0","0","31","0"
"1998-05-23 11:00:00.0","8","0","0","0","0","0","0","27","0"
"1998-05-23 11:10:00.0","12","0","0","0","0","0","0","25","0"
"1998-05-23 11:20:00.0","0","0","0","0","0","0","0","18","0"
"1998-05-23 11:30:00.0","1","0","0","0","0","0","0","62","0"
"1998-05-23 11:40:00.0","19","0","0","0","0","0","15","92","0"
"1998-05-23 11:50:00.0","0","0","0","0","0","0","0","116","0"
"1998-05-23 12:00:00.0","0","0","0","0","0","0","0","52","0"
"1998-05-23 12:10:00.0","16","0","0","0","0","0","0","85","0"
"1998-05-23 12:20:00.0","4","0","0","0","0","0","0","78","0"
"1998-05-23 12:30:00.0","0","0","0","0","0","0","0","67","0"
"1998-05-23 12:40:00.0","10","0","0","0","0","0","0","96","0"
"1998-05-23 12:50:00.0","10","0","0","0","0","0","0","36","0"
"1998-05-23 13:00:00.0","0","0","0","0","0","0","0","143","0"
"1998-05-23 13:10:00.0","5","0","0","0","0","0","0","51","0"
"1998-05-23 13:20:00.0","15","0","0","0","0","0","0","58","0"
"1998-05-23 13:30:00.0","0","0","0","0","0","0","0","44","0"
"1998-05-23 13:40:00.0","0","0","0","0","0","0","0","33","0"
"1998-05-23 13:50:00.0","19","0","0","0","0","0","0","45","0"
"1998-05-23 14:00:00.0","2","0","0","0","0","0","0","29","0"
"1998-05-23 14:10:00.0","0","0","0","0","0","0","0","27","0"
"1998-05-23 14:20:00.0","13","0","0","0","0","0","0","53","0"
"1998-05-23 14:30:00.0","8","0","0","0","0","0","0","52","0"
"1998-05-23 14:40:00.0","0","108","0","0","0","0","0","140","0"
"1998-05-23 14:50:00.0","11","223","0","0","0","0","0","256","0"
"1998-05-23 15:00:00.0","11","353","0","0","0","0","0","380","0"
"1998-05-23 15:10:00.0","0","268","0","0","0","0","0","288","0"
"1998-05-23 15:20:00.0","6","12","0","0","0","0","0","37","0"
"1998-05-23 15:30:00.0","15","243","0","0","0","0","0","359","0"
"1998-05-23 15:40:00.0","0","345","0","0","0","0","0","402","0"
"1998-05-23 15:50:00.0","1","25","0","0","0","0","16","73","0"
"1998-05-23 16:00:00.0","21","0","0","0","0","0","0","32","0"
"1998-05-23 16:10:00.0","0","0","0","0","0","0","0","17","0"
"1998-05-23 16:20:00.0","0","0","0","0","0","0","0","427","0"
"1998-05-23 16:30:00.0","16","0","0","0","0","0","0","289","0"
"1998-05-23 16:40:00.0","5","0","0","0","0","0","0","232","0"
"1998-05-23 16:50:00.0","0","0","0","0","0","0","0","134","0"
"1998-05-23 17:00:00.0","11","0","0","0","0","0","0","66","0"
"1998-05-23 17:10:00.0","11","0","0","0","0","0","0","31","0"
"1998-05-23 17:20:00.0","0","0","0","0","0","0","0","20","0"
"1998-05-23 17:30:00.0","5","0","0","0","0","0","0","174","0"
"1998-05-23 17:40:00.0","16","0","0","0","0","0","0","130","0"
"1998-05-23 17:50:00.0","0","0","0","0","0","0","0","39","0"
"1998-05-23 18:00:00.0","12","0","0","0","0","0","0","45","0"
"1998-05-23 18:10:00.0","20","0","0","0","0","0","0","33","0"
"1998-05-23 18:20:00.0","14","0","0","0","0","0","0","54","0"
"1998-05-23 18:30:00.0","2","0","0","0","0","0","0","66","0"
"1998-05-23 18:40:00.0","21","0","0","0","0","0","0","208","0"
"1998-05-23 18:50:00.0","13","0","0","0","0","0","0","84","0"
"1998-05-23 19:00:00.0","1","0","0","0","0","0","2","104","0"
"1998-05-23 19:10:00.0","21","0","0","0","0","0","13","131","0"
"1998-05-23 19:20:00.0","11","0","0","0","0","0","0","31","0"
"1998-05-23 19:30:00.0","0","0","0","0","0","0","0","16","0"
"1998-05-23 19:40:00.0","19","0","0","0","0","0","0","54","0"
"1998-05-23 19:50:00.0","13","0","0","0","0","0","0","44","0"
"1998-05-23 20:00:00.0","0","0","0","0","0","0","0","31","0"
"1998-05-23 20:10:00.0","18","0","0","0","0","0","0","42","0"
"1998-05-23 20:20:00.0","12","0","0","0","0","0","0","24","0"
"1998-05-23 20:30:00.0","0","0","0","0","0","0","0","15","0"
"1998-05-23 20:40:00.0","20","0","0","0","0","0","0","33","0"
"1998-05-23 20:50:00.0","9","0","0","0","0","0","0","36","0"
"1998-05-23 21:00:00.0","2","0","0","0","0","0","0","46","0"
"1998-05-23 21:10:00.0","20","0","0","0","0","0","0","55","0"
"1998-05-23 21:20:00.0","7","0","0","0","0","0","0","27","0"
"1998-05-23 21:30:00.0","3","0","0","0","0","0","0","55","0"
"1998-05-23 21:40:00.0","20","0","0","0","0","0","0","92","0"
"1998-05-23 21:50:00.0","5","0","0","0","0","0","0","99","0"
"1998-05-23 22:00:00.0","14","0","0","0","0","0","0","96","0"
"1998-05-23 22:10:00.0","19","0","8","0","0","13","0","225","0"
"1998-05-23 22:20:00.0","10","200","57","0","0","73","0","534","0"
"1998-05-23 22:30:00.0","4","217","57","0","0","72","0","437","0"
"1998-05-23 22:40:00.0","20","340","56","0","0","72","0","562","0"
"1998-05-23 22:50:00.0","5","237","56","0","0","73","0","456","0"
"1998-05-23 23:00:00.0","8","10","60","0","0","75","0","228","0"
"1998-05-23 23:10:00.0","19","345","57","0","0","74","0","571","0"
"1998-05-23 23:20:00.0","0","267","58","0","0","74","0","497","0"
"1998-05-23 23:30:00.0","11","11","60","0","0","75","15","241","0"
"1998-05-23 23:40:00.0","16","0","60","0","0","76","0","203","0"
"1998-05-23 23:50:00.0","0","0","60","0","0","76","0","182","0"
"1998-05-24 00:00:00.0","14","0","60","0","0","77","0","195","0"
"1998-05-24 00:10:00.0","14","0","60","0","0","76","0","191","0"
"1998-05-24 00:20:00.0","0","0","60","0","0","75","0","173","0"
"1998-05-24 00:30:00.0","16","0","20","0","0","29","0","163","0"
"1998-05-24 00:40:00.0","10","0","0","0","0","0","0","98","0"
"1998-05-24 00:50:00.0","0","0","0","0","0","0","0","64","0"
"1998-05-24 01:00:00.0","18","0","0","0","0","0","0","73","0"
"1998-05-24 01:10:00.0","9","0","0","0","0","0","0","63","0"
"1998-05-24 01:20:00.0","0","0","0","0","0","0","0","57","0"
"1998-05-24 01:30:00.0","20","0","0","0","0","0","0","74","0"
"1998-05-24 01:40:00.0","5","0","0","0","0","0","0","80","0"
"1998-05-24 01:50:00.0","3","0","0","0","0","0","0","76","0"
"1998-05-24 02:00:00.0","20","0","0","0","0","0","0","82","0"
"1998-05-24 02:10:00.0","2","0","0","0","0","0","0","58","0"
"1998-05-24 02:20:00.0","8","0","0","0","0","0","0","64","0"
"1998-05-24 02:30:00.0","16","0","0","0","0","0","0","70","0"
"1998-05-24 02:40:00.0","0","0","0","0","0","0","0","56","0"
"1998-05-24 02:50:00.0","13","0","0","0","0","0","0","84","0"
"1998-05-24 03:00:00.0","10","0","0","0","0","0","0","82","0"
"1998-05-24 03:10:00.0","0","0","0","0","0","0","0","66","0"
"1998-05-24 03:20:00.0","17","0","0","0","0","0","0","71","0"
"1998-05-24 03:30:00.0","7","0","0","0","0","0","0","62","0"
"1998-05-24 03:40:00.0","1","0","0","0","0","0","0","57","0"
"1998-05-24 03:50:00.0","20","0","0","0","0","0","16","89","0"
"1998-05-24 04:00:00.0","2","0","0","0","0","0","0","68","0"
"1998-05-24 04:10:00.0","4","0","0","0","0","0","0","78","0"
"1998-05-24 04:20:00.0","20","0","0","0","0","0","0","87","0"
"1998-05-24 04:30:00.0","0","0","0","0","0","0","0","56","0"
"1998-05-24 04:40:00.0","7","0","0","0","0","0","0","62","0"
"1998-05-24 04:50:00.0","15","0","0","0","0","0","0","69","0"
"1998-05-24 05:00:00.0","0","0","0","0","0","0","0","56","0"
"1998-05-24 05:10:00.0","12","0","0","0","0","0","0","69","0"
"1998-05-24 05:20:00.0","11","0","0","0","0","0","0","85","0"
"1998-05-24 05:30:00.0","0","0","0","0","0","0","0","72","0"
"1998-05-24 05:40:00.0","13","0","0","0","0","0","0","72","0"
"1998-05-24 05:50:00.0","10","0","0","0","0","0","0","64","0"
"1998-05-24 06:00:00.0","0","0","0","0","0","0","0","56","0"
"1998-05-24 06:10:00.0","14","0","0","0","0","0","0","69","0"
"1998-05-24 06:20:00.0","8","0","0","0","0","0","0","64","0"
"1998-05-24 06:30:00.0","0","0","0","0","0","0","0","67","0"
"1998-05-24 06:40:00.0","15","0","0","0","0","0","0","86","0"
"1998-05-24 06:50:00.0","8","0","0","0","0","0","0","73","0"
"1998-05-24 07:00:00.0","0","0","0","0","0","0","0","55","0"
"1998-05-24 07:10:00.0","15","0","0","0","0","0","0","69","0"
"1998-05-24 07:20:00.0","6","0","0","0","0","0","0","60","0"
"1998-05-24 07:30:00.0","0","0","0","0","0","0","0","55","0"
"1998-05-24 07:40:00.0","17","0","0","0","0","0","0","70","0"
"1998-05-24 07:50:00.0","5","0","0","0","0","0","0","78","0"
"1998-05-24 08:00:00.0","0","0","0","0","0","0","0","71","0"
"1998-05-24 08:10:00.0","17","0","0","0","0","0","15","90","0"
"1998-05-24 08:20:00.0","4","0","0","0","0","0","0","58","0"
"1998-05-24 08:30:00.0","0","0","0","0","0","0","0","55","0"
"1998-05-24 08:40:00.0","19","0","0","0","0","0","0","164","0"
"1998-05-24 08:50:00.0","2","0","0","0","0","0","0","129","0"
"1998-05-24 09:00:00.0","0","0","0","0","0","0","0","88","0"
"1998-05-24 09:10:00.0","19","0","0","0","0","0","0","87","0"
"1998-05-24 09:20:00.0","3","0","0","0","0","0","0","80","0"
"1998-05-24 09:30:00.0","0","0","0","0","0","0","0","123","0"
"1998-05-24 09:40:00.0","18","0","0","0","0","0","0","64","0"
"1998-05-24 09:50:00.0","3","0","0","0","0","0","0","18","0"
"1998-05-24 10:00:00.0","0","0","0","0","0","0","0","34","0"
"1998-05-24 10:10:00.0","18","0","0","0","0","0","0","47","0"
"1998-05-24 10:20:00.0","3","0","0","0","0","0","0","23","0"
"1998-05-24 10:30:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-24 10:40:00.0","17","0","0","0","0","0","0","29","0"
"1998-05-24 10:50:00.0","4","0","0","0","0","0","0","19","0"
"1998-05-24 11:00:00.0","0","0","0","0","0","0","0","18","0"
"1998-05-24 11:10:00.0","15","0","0","0","0","0","0","56","0"
"1998-05-24 11:20:00.0","6","0","0","0","0","0","0","42","0"
"1998-05-24 11:30:00.0","0","0","0","0","0","0","0","21","0"
"1998-05-24 11:40:00.0","14","0","0","0","0","0","0","27","0"
"1998-05-24 11:50:00.0","7","0","0","0","0","0","0","357","330"
"1998-05-24 12:00:00.0","0","0","0","0","0","0","0","527","507"
"1998-05-24 12:10:00.0","12","0","0","0","0","0","10","433","391"
"1998-05-24 12:20:00.0","9","0","0","0","0","0","4","72","34"
"1998-05-24 12:30:00.0","0","0","0","0","0","0","0","107","26"
"1998-05-24 12:40:00.0","16","0","0","0","0","0","0","60","19"
"1998-05-24 12:50:00.0","6","0","0","0","0","0","0","61","38"
"1998-05-24 13:00:00.0","0","0","0","0","0","0","0","43","30"
"1998-05-24 13:10:00.0","15","0","0","0","0","0","0","167","59"
"1998-05-24 13:20:00.0","10","0","0","0","0","0","0","32","0"
"1998-05-24 13:30:00.0","0","0","0","0","0","0","0","33","0"
"1998-05-24 13:40:00.0","12","0","0","0","0","0","0","53","0"
"1998-05-24 13:50:00.0","10","0","0","0","0","0","0","48","0"
"1998-05-24 14:00:00.0","0","0","0","0","0","0","0","23","0"
"1998-05-24 14:10:00.0","8","0","0","0","0","0","0","31","0"
"1998-05-24 14:20:00.0","14","0","0","0","0","0","0","36","0"
"1998-05-24 14:30:00.0","0","0","0","0","0","0","0","23","0"
"1998-05-24 14:40:00.0","4","0","0","0","0","0","0","32","0"
"1998-05-24 14:50:00.0","18","0","0","0","0","0","0","58","0"
"1998-05-24 15:00:00.0","0","0","0","0","0","0","0","39","0"
"1998-05-24 15:10:00.0","0","0","0","0","0","0","0","28","0"
"1998-05-24 15:20:00.0","20","0","0","0","0","0","0","41","0"
"1998-05-24 15:30:00.0","2","0","0","0","0","0","0","24","0"
"1998-05-24 15:40:00.0","0","0","0","0","0","0","0","16","0"
"1998-05-24 15:50:00.0","15","0","0","0","0","0","0","29","0"
"1998-05-24 16:00:00.0","7","0","0","0","0","0","0","33","0"
"1998-05-24 16:10:00.0","0","0","0","0","0","0","0","32","0"
"1998-05-24 16:20:00.0","10","0","0","0","0","0","0","36","0"
"1998-05-24 16:30:00.0","11","0","0","0","0","0","14","39","0"
"1998-05-24 16:40:00.0","0","0","0","0","0","0","0","16","0"
"1998-05-24 16:50:00.0","5","0","0","0","0","0","0","23","0"
"1998-05-24 17:00:00.0","17","0","0","0","0","0","0","29","0"
"1998-05-24 17:10:00.0","0","0","0","0","0","0","0","22","0"
"1998-05-24 17:20:00.0","0","0","0","0","0","0","0","44","0"
"1998-05-24 17:30:00.0","19","0","0","0","0","0","0","57","0"
"1998-05-24 17:40:00.0","3","0","0","0","0","0","0","34","0"
"1998-05-24 17:50:00.0","0","0","0","0","0","0","0","45","0"
"1998-05-24 18:00:00.0","15","0","0","0","0","0","11","188","0"
"1998-05-24 18:10:00.0","9","0","0","0","0","0","9","80","0"
"1998-05-24 18:20:00.0","0","0","0","0","0","0","0","59","0"
"1998-05-24 18:30:00.0","11","0","0","0","0","0","0","70","0"
"1998-05-24 18:40:00.0","11","0","0","0","0","0","0","95","0"
"1998-05-24 18:50:00.0","0","0","0","0","0","0","0","71","0"
"1998-05-24 19:00:00.0","5","0","0","0","0","0","0","62","0"
"1998-05-24 19:10:00.0","17","0","0","0","0","0","0","59","0"
"1998-05-24 19:20:00.0","0","0","0","0","0","0","0","168","0"
"1998-05-24 19:30:00.0","0","0","0","0","0","0","0","201","0"
"1998-05-24 19:40:00.0","20","0","0","0","0","0","0","196","0"
"1998-05-24 19:50:00.0","1","0","0","0","0","0","0","63","0"
"1998-05-24 20:00:00.0","0","0","0","0","0","0","11","47","0"
"1998-05-24 20:10:00.0","15","0","0","0","0","0","2","47","0"
"1998-05-24 20:20:00.0","6","0","0","0","0","0","0","25","0"
"1998-05-24 20:30:00.0","0","0","0","0","0","0","0","27","0"
"1998-05-24 20:40:00.0","10","0","0","0","0","0","0","54","0"
"1998-05-24 20:50:00.0","12","0","0","0","0","0","0","66","0"
"1998-05-24 21:00:00.0","0","0","0","0","0","0","16","87","0"
"1998-05-24 21:10:00.0","4","0","0","0","0","0","0","68","0"
"1998-05-24 21:20:00.0","18","0","0","0","0","0","0","72","0"
"1998-05-24 21:30:00.0","0","0","0","0","0","0","0","43","0"
"1998-05-24 21:40:00.0","0","0","0","0","0","0","0","50","0"
"1998-05-24 21:50:00.0","18","0","0","0","0","0","0","66","0"
"1998-05-24 22:00:00.0","3","0","0","0","0","0","0","49","0"
"1998-05-24 22:10:00.0","0","0","0","0","0","0","0","63","0"
"1998-05-24 22:20:00.0","12","0","0","0","0","0","0","74","0"
"1998-05-24 22:30:00.0","10","0","0","0","0","0","0","63","0"
"1998-05-24 22:40:00.0","0","0","0","0","0","0","0","46","0"
"1998-05-24 22:50:00.0","6","0","0","0","0","0","0","99","0"
"1998-05-24 23:00:00.0","15","0","0","0","0","0","0","101","0"
"1998-05-24 23:10:00.0","0","0","0","0","0","0","0","57","0"
"1998-05-24 23:20:00.0","0","0","0","0","0","0","5","86","0"
"1998-05-24 23:30:00.0","21","0","0","0","0","0","15","97","0"
"1998-05-24 23:40:00.0","1","0","0","0","0","0","0","54","0"
"1998-05-24 23:50:00.0","0","0","0","0","70","0","0","97","0"
"1998-05-25 00:00:00.0","14","0","0","0","39","0","0","80","0"
"1998-05-25 00:10:00.0","7","0","0","0","0","0","0","33","0"
"1998-05-25 00:20:00.0","0","0","0","0","0","0","0","27","0"
"1998-05-25 00:30:00.0","8","0","0","0","0","0","0","49","0"
"1998-05-25 00:40:00.0","13","0","0","0","0","0","0","52","0"
"1998-05-25 00:50:00.0","0","0","0","0","0","0","0","28","0"
"1998-05-25 01:00:00.0","3","0","0","0","0","0","0","19","0"
"1998-05-25 01:10:00.0","18","0","0","0","0","0","0","33","0"
"1998-05-25 01:20:00.0","0","0","0","0","0","0","0","17","0"
"1998-05-25 01:30:00.0","0","0","0","0","0","0","0","17","0"
"1998-05-25 01:40:00.0","17","0","0","0","0","0","0","40","0"
"1998-05-25 01:50:00.0","4","0","0","0","0","0","0","39","0"
"1998-05-25 02:00:00.0","0","0","0","0","0","0","0","30","0"
"1998-05-25 02:10:00.0","11","0","0","0","0","0","0","25","0"
"1998-05-25 02:20:00.0","10","0","0","0","0","0","0","23","0"
"1998-05-25 02:30:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-25 02:40:00.0","5","0","0","0","0","0","0","20","0"
"1998-05-25 02:50:00.0","16","0","0","0","0","0","0","28","0"
"1998-05-25 03:00:00.0","0","0","0","0","0","0","0","33","0"
"1998-05-25 03:10:00.0","0","0","0","0","0","0","0","32","0"
"1998-05-25 03:20:00.0","19","0","0","0","0","0","0","37","0"
"1998-05-25 03:30:00.0","3","0","0","0","0","0","0","16","0"
"1998-05-25 03:40:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-25 03:50:00.0","12","0","0","0","0","0","0","26","0"
"1998-05-25 04:00:00.0","9","0","0","0","0","0","0","22","0"
"1998-05-25 04:10:00.0","0","0","0","0","0","0","14","40","0"
"1998-05-25 04:20:00.0","5","0","0","0","0","0","0","38","0"
"1998-05-25 04:30:00.0","15","0","0","0","0","0","0","40","0"
"1998-05-25 04:40:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-25 04:50:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-25 05:00:00.0","20","0","0","0","0","0","0","32","0"
"1998-05-25 05:10:00.0","1","0","0","0","0","0","0","15","0"
"1998-05-25 05:20:00.0","0","0","0","0","0","0","0","20","0"
"1998-05-25 05:30:00.0","14","0","0","0","0","0","0","70","0"
"1998-05-25 05:40:00.0","7","0","0","0","0","0","0","127","0"
"1998-05-25 05:50:00.0","0","0","0","0","0","0","0","57","0"
"1998-05-25 06:00:00.0","7","0","0","0","0","0","0","21","0"
"1998-05-25 06:10:00.0","14","0","0","0","0","0","0","30","0"
"1998-05-25 06:20:00.0","0","0","0","0","0","0","0","43","0"
"1998-05-25 06:30:00.0","0","0","0","0","0","0","0","74","0"
"1998-05-25 06:40:00.0","20","0","0","0","0","0","0","50","0"
"1998-05-25 06:50:00.0","1","0","0","0","0","0","0","43","0"
"1998-05-25 07:00:00.0","0","0","0","0","0","0","0","36","0"
"1998-05-25 07:10:00.0","14","0","0","0","0","0","0","39","0"
"1998-05-25 07:20:00.0","7","0","0","0","0","0","0","48","0"
"1998-05-25 07:30:00.0","0","0","0","0","0","0","0","25","0"
"1998-05-25 07:40:00.0","7","0","0","0","0","0","0","60","0"
"1998-05-25 07:50:00.0","13","0","0","0","0","0","0","63","0"
"1998-05-25 08:00:00.0","0","0","0","0","0","0","8","43","0"
"1998-05-25 08:10:00.0","1","0","0","0","0","0","7","38","0"
"1998-05-25 08:20:00.0","20","0","0","0","0","0","0","35","0"
"1998-05-25 08:30:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-25 08:40:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-25 08:50:00.0","15","0","0","0","0","0","0","28","0"
"1998-05-25 09:00:00.0","6","0","0","0","0","0","0","20","0"
"1998-05-25 09:10:00.0","0","0","0","0","0","0","0","32","0"
"1998-05-25 09:20:00.0","8","0","0","0","0","0","0","39","0"
"1998-05-25 09:30:00.0","13","0","0","0","0","0","0","33","0"
"1998-05-25 09:40:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-25 09:50:00.0","1","0","0","0","0","0","0","15","0"
"1998-05-25 10:00:00.0","19","0","0","0","0","0","0","32","0"
"1998-05-25 10:10:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-25 10:20:00.0","0","0","0","0","0","0","0","24","0"
"1998-05-25 10:30:00.0","16","0","0","0","0","0","0","47","0"
"1998-05-25 10:40:00.0","5","0","0","0","0","0","0","33","0"
"1998-05-25 10:50:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-25 11:00:00.0","9","0","0","0","0","0","0","470","445"
"1998-05-25 11:10:00.0","11","0","0","0","0","0","0","486","276"
"1998-05-25 11:20:00.0","0","0","0","0","0","0","0","195","10"
"1998-05-25 11:30:00.0","3","0","0","0","0","0","0","52","7"
"1998-05-25 11:40:00.0","19","0","0","0","0","0","0","87","2"
"1998-05-25 11:50:00.0","0","0","0","0","0","0","0","65","0"
"1998-05-25 12:00:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-25 12:10:00.0","16","0","0","0","0","0","18","48","0"
"1998-05-25 12:20:00.0","5","0","0","0","0","0","0","25","0"
"1998-05-25 12:30:00.0","0","0","0","0","0","0","0","34","1"
"1998-05-25 12:40:00.0","9","0","0","0","0","0","0","40","0"
"1998-05-25 12:50:00.0","11","0","0","0","0","0","0","27","0"
"1998-05-25 13:00:00.0","0","0","0","0","0","0","0","14","0"
"1998-05-25 13:10:00.0","4","0","0","0","0","0","0","18","0"
"1998-05-25 13:20:00.0","18","0","0","0","0","0","0","37","8"
"1998-05-25 13:30:00.0","0","0","0","0","0","0","0","79","59"
"1998-05-25 13:40:00.0","0","0","0","0","0","0","0","23","0"
"1998-05-25 13:50:00.0","16","0","0","0","0","0","0","49","0"
"1998-05-25 14:00:00.0","5","0","0","0","0","0","0","36","0"
"1998-05-25 14:10:00.0","0","0","0","0","0","0","0","21","0"
"1998-05-25 14:20:00.0","10","0","0","0","0","0","0","25","0"
"1998-05-25 14:30:00.0","12","0","0","0","0","0","0","27","0"
"1998-05-25 14:40:00.0","0","0","0","0","0","0","0","17","0"
"1998-05-25 14:50:00.0","2","0","0","0","0","0","0","19","0"
"1998-05-25 15:00:00.0","20","0","0","0","0","0","0","39","0"
"1998-05-25 15:10:00.0","0","0","0","0","0","0","0","37","0"
"1998-05-25 15:20:00.0","0","0","0","0","0","0","0","34","0"
"1998-05-25 15:30:00.0","15","0","0","0","0","0","0","38","0"
"1998-05-25 15:40:00.0","6","0","0","0","0","0","0","22","0"
"1998-05-25 15:50:00.0","0","0","0","0","0","0","0","17","0"
"1998-05-25 16:00:00.0","9","0","0","0","0","0","0","26","0"
"1998-05-25 16:10:00.0","13","0","0","0","0","0","0","28","0"
"1998-05-25 16:20:00.0","0","0","0","0","0","0","0","28","0"
"1998-05-25 16:30:00.0","1","0","0","0","0","0","0","38","0"
"1998-05-25 16:40:00.0","20","0","0","0","0","0","14","65","0"
"1998-05-25 16:50:00.0","0","0","0","0","0","0","0","19","0"
"1998-05-25 17:00:00.0","0","0","0","0","0","0","0","18","0"
"1998-05-25 17:10:00.0","15","0","0","0","0","0","0","31","0"
"1998-05-25 17:20:00.0","7","0","0","0","0","0","0","20","0"
"1998-05-25 17:30:00.0","0","0","0","0","0","0","0","15","0"
"1998-05-25 17:40:00.0","8","0","0","0","0","0","0","42","0"
"1998-05-25 17:50:00.0","14","0","0","0","0","0","0","53","0"
"1998-05-25 18:00:00.0","0","0","0","0","0","0","0","37","0"
